#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00001	K01939	[EC:6.3.4.4]	purA, ADSS	adenylosuccinate synthase	05C91@bactNOG,0GAN7@delNOG,0I2ZP@eproNOG,16PIX@proNOG,COG0104@NOG	Plays an important role in the de novo pathway of purine nucleotide biosynthesis			SZUA-1327_1:634..1896	Adenylosuccinate synthetase	K01939	K01939	K01939	K01939	K01939
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00082	K13640		hspR	MerR family transcriptional regulator, heat shock protein HspR	05KNI@bactNOG,0GEKR@delNOG,0I3W3@eproNOG,17CGP@proNOG,COG0789@NOG	Transcriptional regulator			SZUA-1327_16:c(11339..11725)	Putative heat shock protein HspR	K13640	K13640	K13640	K13640	K21972
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00083	K05516		cbpA	curved DNA-binding protein	05DVC@bactNOG,0GAXD@delNOG,0I2NY@eproNOG,16RH2@proNOG,COG2214@NOG	co-chaperone-curved DNA binding protein A			SZUA-1327_16:c(11726..12595)	Curved DNA-binding protein	K05516	K05516	K09515	K03686	K17867
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00084	K00969	[EC:2.7.7.18]	nadD	nicotinate-nucleotide adenylyltransferase	08Z1W@bactNOG,0GET9@delNOG,0I40N@eproNOG,17A41@proNOG,COG1057@NOG	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD) (By similarity)			SZUA-1327_16:c(12649..13197)	putative nicotinate-nucleotide adenylyltransferase	K00969	K00969	K00969	K00969	K00969
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00085	K02456		gspG	general secretion pathway protein G	05YQQ@bactNOG,0GH9Y@delNOG,0I4E9@eproNOG,126UD@NOG,17N7A@proNOG				SZUA-1327_16:c(13212..13748)	hypothetical protein	K02456			K02456	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00086									SZUA-1327_16:c(13758..13967)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00087									SZUA-1327_16:c(13977..14213)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00088	K01079	[EC:3.1.3.3]	serB, PSPH	phosphoserine phosphatase	05EAC@bactNOG,0GDAE@delNOG,0I2XA@eproNOG,16STP@proNOG,COG0560@NOG	phosphoserine phosphatase			SZUA-1327_16:c(14243..14653)	Phosphoserine phosphatase	K01079	K01079		K01079	K18697
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00089	K03269	[EC:3.6.1.54]	lpxH	UDP-2,3-diacylglucosamine hydrolase	08X98@bactNOG,0GFJW@delNOG,0I3TI@eproNOG,17BST@proNOG,COG2908@NOG	Metallophosphoesterase			SZUA-1327_17:c(43..672)	UDP-2,3-diacylglucosamine hydrolase	K03269	K03269		K03269	K03269
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00090	K12574	[EC:3.1.-.-]	rnj	ribonuclease J	05CN5@bactNOG,0GBE6@delNOG,0I2GC@eproNOG,16QP7@proNOG,COG0595@NOG	ribonuclease J			SZUA-1327_17:c(675..2555)	Ribonuclease J	K12574	K12574		K12574	K12574
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00091	K02528	[EC:2.1.1.182]	ksgA	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase	05D1X@bactNOG,0GDCI@delNOG,0I2Z6@eproNOG,16RV9@proNOG,COG0030@NOG	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)			SZUA-1327_17:c(2542..3327)	Ribosomal RNA small subunit methyltransferase A	K02528	K02528		K02528	K14191
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00092					06WZ5@bactNOG,0G6HS@defNOG,0YS12@NOG				SZUA-1327_17:c(3332..3808)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00093	K00058	[EC:1.1.1.95][EC:1.1.1.399]	serA, PHGDH	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	08JQ1@bactNOG,0GT4J@delNOG,0I6C8@eproNOG,173EN@proNOG,COG0111@NOG	D-3-phosphoglycerate dehydrogenase			SZUA-1327_17:c(3819..4391)	D-3-phosphoglycerate dehydrogenase	K00058	K00058		K00058	K16843
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00094					05BZU@bactNOG,0GDZK@delNOG,0I3TH@eproNOG,0XNMH@NOG,178SQ@proNOG	Signal transduction histidine kinase			SZUA-1327_18:920..2188	Sensor protein FixL					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00095	K02455		gspF	general secretion pathway protein F	05D7Q@bactNOG,0GBRJ@delNOG,0I3EE@eproNOG,16PNG@proNOG,COG1459@NOG	Type II secretion system			SZUA-1327_18:2185..3405	Putative type II secretion system protein F	K02455			K02455	K12278
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00096	K01448	[EC:3.5.1.28]	amiABC	N-acetylmuramoyl-L-alanine amidase	05C5C@bactNOG,0GB6D@delNOG,0I2W2@eproNOG,16PWY@proNOG,COG0860@NOG	N-acetylmuramoyl-L-alanine amidase			SZUA-1327_18:3408..4544	N-acetylmuramoyl-L-alanine amidase AmiA	K01448	K01448		K01448	K01448
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00098	K01885	[EC:6.1.1.17]	EARS, gltX	glutamyl-tRNA synthetase	05C20@bactNOG,0GBWW@delNOG,0I2IA@eproNOG,16QZ8@proNOG,COG0008@NOG	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)			SZUA-1327_18:4721..6016	Glutamate--tRNA ligase	K01885	K01885	K01885	K01885	K09698
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00099	K03412	[EC:3.1.1.61][EC:3.5.1.44]	cheB	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase	05HEY@bactNOG,0GF44@delNOG,0I3ZD@eproNOG,17EX7@proNOG,COG0784@NOG	Response regulator receiver domain			SZUA-1327_18:6042..7340	hypothetical protein	K03412			K03412	K21025
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00100	K03687		GRPE	molecular chaperone GrpE	05K90@bactNOG,0GFJI@delNOG,0I3WG@eproNOG,17DEX@proNOG,COG0576@NOG	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ			SZUA-1327_18:7411..7914	Protein GrpE	K03687	K03687	K03687	K03687	K03687
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00101	K04043		dnaK, HSPA9	molecular chaperone DnaK	05CFG@bactNOG,0GAM9@delNOG,0I2NF@eproNOG,16R77@proNOG,COG0443@NOG	Acts as a chaperone (By similarity)			SZUA-1327_18:7931..9820	Chaperone protein DnaK	K04043	K04043	K04043	K04043	K04046
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00102					05VI5@bactNOG,0GGVY@delNOG,0I4EI@eproNOG,121UQ@NOG,17JUX@proNOG	Dinitrogenase iron-molybdenum cofactor			SZUA-1327_18:c(9863..10213)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00103	K03981	[EC:5.3.4.1]	dsbC	thiol:disulfide interchange protein DsbC	08UJA@bactNOG,0GEAE@delNOG,0I3QC@eproNOG,11KKY@NOG,17B93@proNOG	Inherit from delNOG: DsbA oxidoreductase			SZUA-1327_18:10289..11140	hypothetical protein	K03981			K03981	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00104	K00645	[EC:2.3.1.39]	fabD	[acyl-carrier-protein] S-malonyltransferase	05CJF@bactNOG,0GBQV@delNOG,0I2M1@eproNOG,16PZF@proNOG,COG0331@NOG	malonyl CoA-acyl carrier protein transacylase			SZUA-1327_18:c(11162..12097)	Malonyl CoA-acyl carrier protein transacylase	K00645	K00645	K00645	K00645	K21381
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00105	K00806	[EC:2.5.1.31]	uppS	undecaprenyl diphosphate synthase	05CR3@bactNOG,0GC6Q@delNOG,0I3FP@eproNOG,16PWI@proNOG,COG0020@NOG	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids (By similarity)			SZUA-1327_18:c(12163..12852)	Isoprenyl transferase	K00806	K00806		K00806	K21273
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00106									SZUA-1327_18:c(12866..13495)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00107									SZUA-1327_18:c(13492..14478)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00108	K03408		cheW	purine-binding chemotaxis protein CheW	08RD3@bactNOG,0GE02@delNOG,0I3QV@eproNOG,1780C@proNOG,COG0835@NOG	chemotaxis protein (CheW)			SZUA-1327_18:c(14548..15045)	Chemotaxis protein CheW	K03408	K03408	K03408	K03408	K13489
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00109	K03407	[EC:2.7.13.3]	cheA	two-component system, chemotaxis family, sensor kinase CheA	05CBS@bactNOG,0GAP3@delNOG,0I2I6@eproNOG,16PR1@proNOG,COG0643@NOG,COG0784@NOG	Histidine kinase			SZUA-1327_18:c(15061..17451)	Chemotaxis protein CheA	K03407	K03407	K03407	K03407	K21025
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00110	K03415		cheV	two-component system, chemotaxis family, chemotaxis protein CheV	05D4E@bactNOG,0GBVS@delNOG,0I35R@eproNOG,16QMR@proNOG,COG0784@NOG,COG0835@NOG	chemotaxis, protein			SZUA-1327_18:c(17473..18426)	Chemotaxis protein CheV	K03415	K03415	K03415	K03407	K13489
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00111					08V0Z@bactNOG,0GDZG@delNOG,0I3PR@eproNOG,11IP1@NOG,179ZT@proNOG				SZUA-1327_19:c(1032..1619)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00112	K09761	[EC:2.1.1.193]	rsmE	16S rRNA (uracil1498-N3)-methyltransferase	07YV6@bactNOG,0GE2Q@delNOG,0I3QM@eproNOG,16W3C@proNOG,COG1385@NOG	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit (By similarity)			SZUA-1327_19:1700..2365	Ribosomal RNA small subunit methyltransferase E	K09761	K09761		K09761	K09761
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00113									SZUA-1327_19:c(2370..2921)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00114	K02456		gspG	general secretion pathway protein G	08VAU@bactNOG,0GEPV@delNOG,0I41N@eproNOG,17AF2@proNOG,COG2165@NOG	general secretion pathway protein G			SZUA-1327_19:c(2899..3321)	Type II secretion system protein G	K02456	K02456		K02456	K10930
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00115	K03438	[EC:2.1.1.199]	mraW, rsmH	16S rRNA (cytosine1402-N4)-methyltransferase	05CGJ@bactNOG,0GBDP@delNOG,0I2Q1@eproNOG,16PKX@proNOG,COG0275@NOG	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA (By similarity)			SZUA-1327_19:3447..4355	Ribosomal RNA small subunit methyltransferase H	K03438	K03438		K03438	K03438
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00116	K03695		clpB	ATP-dependent Clp protease ATP-binding subunit ClpB	05C2Z@bactNOG,0GB8R@delNOG,0I2VH@eproNOG,16PES@proNOG,COG0542@NOG	ATP-dependent CLP protease ATP-binding subunit			SZUA-1327_20:c(2939..3361)	Chaperone protein ClpB	K03695	K03695		K03694	K11907
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00117	K06925		tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	082Y0@bactNOG,0GRW8@delNOG,0I41J@eproNOG,16WP3@proNOG,COG0802@NOG	Uncharacterised P-loop hydrolase UPF0079			SZUA-1327_21:c(545..976)	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	K06925	K06925		K06925	K06925
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00118	K03525	[EC:2.7.1.33]	coaX	type III pantothenate kinase	08VHG@bactNOG,0GDE4@delNOG,0I3QD@eproNOG,179Y3@proNOG,COG1521@NOG	Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis (By similarity)			SZUA-1327_21:c(985..1611)	Type III pantothenate kinase	K03525	K03525		K03525	K03525
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00119					05KZG@bactNOG,0GN7B@delNOG,11UNZ@NOG,17DVE@proNOG				SZUA-1327_21:c(1611..2759)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00120	K07113		fxsA	UPF0716 protein FxsA	05VWH@bactNOG,0GGYQ@delNOG,0I4C1@eproNOG,125MU@NOG,17MNW@proNOG	FxsA cytoplasmic membrane protein			SZUA-1327_21:c(2756..3151)	hypothetical protein	K07113	K07113		K01649	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00121	K01881	[EC:6.1.1.15]	PARS, proS	prolyl-tRNA synthetase	05C90@bactNOG,0GAWG@delNOG,0I2U3@eproNOG,16PEI@proNOG,COG0442@NOG	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS (By similarity)			SZUA-1327_21:c(3148..4851)	Proline--tRNA ligase	K01881	K01881		K01881	K01881
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00122									SZUA-1327_21:4984..5598	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00123	K01814	[EC:5.3.1.16]	hisA	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	05CJV@bactNOG,0GB9X@delNOG,0I2KG@eproNOG,16Q0N@proNOG,COG0106@NOG	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase			SZUA-1327_21:5612..6331	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	K01814	K01814	K01814	K01814	K01814
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00124					07FGS@bactNOG,0ZUCH@NOG	cNMP			SZUA-1327_21:6355..7035	Cyclic nucleotide-gated potassium channel					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00125					08YWI@bactNOG,0GEBG@delNOG,0I3PU@eproNOG,11MX7@NOG,17BZY@proNOG				SZUA-1327_21:c(7077..8054)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00126	K03411	[EC:3.5.1.44]	cheD	chemotaxis protein CheD	08Z4W@bactNOG,0GH26@delNOG,0I403@eproNOG,17NJC@proNOG,COG1871@NOG	Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis (By similarity)			SZUA-1327_21:8199..8651	Chemoreceptor glutamine deamidase CheD	K03411	K03411		K03411	K03411
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00127	K00012	[EC:1.1.1.22]	UGDH, ugd	UDPglucose 6-dehydrogenase	05C6Y@bactNOG,0GAY9@delNOG,0I3D6@eproNOG,16PPW@proNOG,COG1004@NOG	UDP-glucose 6-dehydrogenase			SZUA-1327_21:c(8648..9811)	UDP-glucose 6-dehydrogenase	K00012	K00012		K00012	K00012
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00128	K03980		murJ, mviN	putative peptidoglycan lipid II flippase	05CJR@bactNOG,0GAPM@delNOG,0I2RS@eproNOG,16PF6@proNOG,COG0728@NOG	Integral membrane protein (MviN			SZUA-1327_21:c(9808..11142)	Lipid II flippase MurJ	K03980	K03980		K03980	K21004
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00129									SZUA-1327_21:c(11139..11876)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00130	K02411		fliH	flagellar assembly protein FliH	05SUS@bactNOG,0GF6X@delNOG,0I42E@eproNOG,17HRD@proNOG,COG1317@NOG	Flagellar assembly protein			SZUA-1327_21:c(11854..12681)	hypothetical protein	K02411			K02411	K03223
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00131					07SS8@bactNOG,0GCRI@delNOG,0I3EH@eproNOG,0ZVZ1@NOG,174FV@proNOG	WD-40 repeat			SZUA-1327_21:c(12694..13953)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00132									SZUA-1327_22:13..174	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00133	K02071		metN	D-methionine transport system ATP-binding protein	08JEI@bactNOG,COG1135@NOG	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system (By similarity)			SZUA-1327_22:250..888	Lipopolysaccharide export system ATP-binding protein LptB	K02071			K02071	K02071
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00134									SZUA-1327_22:878..2002	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00135	K02455		gspF	general secretion pathway protein F	05D7Q@bactNOG,0GBRJ@delNOG,0I32Q@eproNOG,16PNG@proNOG,COG1459@NOG	type ii secretion system			SZUA-1327_22:c(2003..3250)	Putative type II secretion system protein F	K02455	K02455		K02455	K12278
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00136	K03667		hslU	ATP-dependent HslUV protease ATP-binding subunit HslU	05C4N@bactNOG,0GATC@delNOG,0I2U4@eproNOG,16PVM@proNOG,COG1220@NOG	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis (By similarity)			SZUA-1327_22:3316..4662	ATP-dependent protease ATPase subunit ClpY	K03667	K03667		K03667	K03667
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00137					06ASR@bactNOG,0GJ1E@delNOG,0Y571@NOG,17VEY@proNOG	Inherit from proNOG: N-6 DNA Methylase			SZUA-1327_22:4663..5784	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00138									SZUA-1327_23:110..274	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00139									SZUA-1327_23:276..947	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00140					05V01@bactNOG,09HSF@bctoNOG,0FY3X@cytNOG,122BH@NOG	Cell wall surface anchor family protein			SZUA-1327_23:958..4008	Autotransporter adhesin EhaG					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00141					08PCS@bactNOG,0F5NV@cloNOG,0NGG2@firmNOG,11IBF@NOG	Inherit from firmNOG: S-layer domain protein			SZUA-1327_23:4098..6008	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00142									SZUA-1327_23:6005..6262	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00143									SZUA-1327_24:31..240	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00144					06ASQ@bactNOG,0GP55@delNOG,0I5QR@eproNOG,0XW4T@NOG,183YX@proNOG				SZUA-1327_24:261..551	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00145	K02401		flhB	flagellar biosynthetic protein FlhB	05D00@bactNOG,0GB57@delNOG,0I30Q@eproNOG,16PJ3@proNOG,COG1377@NOG	flagellar biosynthetic protein flhB			SZUA-1327_24:581..1642	Flagellar biosynthetic protein FlhB	K02401	K02401	K02401	K02401	K13820
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00146	K06941	[EC:2.1.1.192]	rlmN	23S rRNA (adenine2503-C2)-methyltransferase	05C55@bactNOG,0GAWC@delNOG,0I36F@eproNOG,16PVK@proNOG,COG0820@NOG	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs. m2A2503 modification seems to play a crucial role in the proofreading step occurring at the peptidyl transferase center and thus would serve to optimize ribosomal fidelity (By similarity)			SZUA-1327_24:1651..2727	putative dual-specificity RNA methyltransferase RlmN	K06941	K06941	K06941	K06941	K06941
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00147	K03797	[EC:3.4.21.102]	E3.4.21.102, prc, ctpA	carboxyl-terminal processing protease	05CN1@bactNOG,0GAWR@delNOG,0I2VD@eproNOG,16QAK@proNOG,COG0793@NOG	protease			SZUA-1327_24:2751..4073	Carboxy-terminal processing protease CtpB	K03797	K03797	K03797	K03797	K03797
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00148	K10026	[EC:4.3.99.3]	queE	7-carboxy-7-deazaguanine synthase	07XWN@bactNOG,0GDCE@delNOG,0I3P1@eproNOG,16VYQ@proNOG,COG0602@NOG	Catalyzes the conversion of 6-carboxy-5,6,7,8- tetrahydropterin (CPH4) to 7-carboxy-7-deazaguanine (CDG) (By similarity)			SZUA-1327_24:4080..4823	7-carboxy-7-deazaguanine synthase	K10026	K10026		K04071	K10026
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00149	K01737	[EC:4.2.3.12][EC:4.1.2.50]	queD, ptpS, PTS	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase	08N6H@bactNOG,0GDCQ@delNOG,0I3G9@eproNOG,177TR@proNOG,COG0720@NOG	6-pyruvoyl tetrahydrobiopterin synthase			SZUA-1327_24:4823..5404	hypothetical protein	K01737	K01737		K01737	K01737
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00150	K00526	[EC:1.17.4.1]	E1.17.4.1B, nrdB, nrdF	ribonucleoside-diphosphate reductase beta chain	05E05@bactNOG,0GB7J@delNOG,0I2KR@eproNOG,16R22@proNOG,COG0208@NOG	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)			SZUA-1327_24:5458..6510	Ribonucleoside-diphosphate reductase subunit beta	K00526	K00526		K00526	K00526
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00151	K00343	[EC:1.6.5.3]	nuoN	NADH-quinone oxidoreductase subunit N	05CNR@bactNOG,0GATF@delNOG,0I2PB@eproNOG,16QZF@proNOG,COG1007@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1327_24:c(6536..6763)	NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic	K00343	K00343		K00343	K05573
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00152	K06153	[EC:3.6.1.27]	bacA	undecaprenyl-diphosphatase	05DWR@bactNOG,0GCG0@delNOG,0I2KW@eproNOG,173U8@proNOG,COG1968@NOG	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin (By similarity)			SZUA-1327_25:1084..1848	Undecaprenyl-diphosphatase	K06153	K06153		K06153	K06153
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00153	K06966	[EC:3.2.2.10][EC:3.2.2.-]	ppnN	pyrimidine/purine-5'-nucleotide nucleosidase	02F2X@aquNOG,05CNZ@bactNOG,COG1611@NOG	Possible lysine decarboxylase			SZUA-1327_25:1848..2450	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	K06966	K06966		K06966	K06966
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00154	K00031	[EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase	05E9K@bactNOG,0GBJG@delNOG,0I355@eproNOG,16PGU@proNOG,COG2838@NOG	Isocitrate dehydrogenase			SZUA-1327_25:c(2524..4698)	Isocitrate dehydrogenase [NADP]	K00031	K00031		K00031	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00155	K01678	[EC:4.2.1.2]	E4.2.1.2AB, fumB	fumarate hydratase subunit beta	07GFK@bactNOG,0GCDH@delNOG,0I2UP@eproNOG,16QX9@proNOG,COG1838@NOG	Fumarate hydratase			SZUA-1327_25:c(4807..5364)	Fumarate hydratase class I, anaerobic	K01678	K01678	K01678	K01676	K03780
