#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00001					05PN5@bactNOG,0FMVY@cyaNOG,11YV8@NOG	Aldolase_II			SZUA-1433_1:82..522	Methylthioribulose-1-phosphate dehydratase					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00087									SZUA-1433_18:c(2094..2396)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00088									SZUA-1433_19:109..486	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00089	K02005		ABC.CD.TX	HlyD family secretion protein	07XN8@bactNOG,0GDNX@delNOG,0I3I8@eproNOG,11FXI@NOG,1783F@proNOG	efflux transporter, rnd family, mfp subunit			SZUA-1433_19:486..1544	Multidrug resistance protein MdtA	K02005			K02005	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00090	K21472	[EC:3.4.-.-]	lytH	peptidoglycan LD-endopeptidase LytH	05DR5@bactNOG,0QGXY@fusoNOG,COG0739@NOG	peptidase M23			SZUA-1433_20:21..821	Murein DD-endopeptidase MepM	K21472				K21472
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00091	K01724	[EC:4.2.1.96]	PCBD, phhB	4a-hydroxytetrahydrobiopterin dehydratase	05C1J@bactNOG,0GB23@delNOG,0I2Y8@eproNOG,16R7H@proNOG,COG0513@NOG	dead deah box helicase domain protein			SZUA-1433_20:c(825..2057)	ATP-dependent RNA helicase RhlE	K01724			K01724	K18692
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00092									SZUA-1433_20:c(2152..2307)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00093									SZUA-1433_20:c(2304..2516)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00094	K07090		K07090	uncharacterized protein	08T80@bactNOG,0GBQ2@delNOG,0I3AJ@eproNOG,17BX5@proNOG,COG0730@NOG	Sulfite exporter TauE/SafE			SZUA-1433_20:c(2563..3285)	hypothetical protein	K07090	K07090		K07090	K07090
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00095					07WI5@bactNOG,0GCVW@delNOG,0I2SM@eproNOG,0ZVZN@NOG,16VJE@proNOG	major facilitator superfamily MFS_1			SZUA-1433_20:c(3278..4501)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00096	K22074		NFU1, HIRIP5	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	07HKX@bactNOG,0GHM6@delNOG,0I4FF@eproNOG,182A6@proNOG,COG0694@NOG	NifU-like domain			SZUA-1433_20:c(4510..4833)	Fe/S biogenesis protein NfuA	K22074				K22074
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00097					08R96@bactNOG,0GEQR@delNOG,0I5NB@eproNOG,16W2B@proNOG,COG1720@NOG	Uncharacterised protein family UPF0066			SZUA-1433_20:c(4838..5341)	tRNA (adenine(37)-N6)-methyltransferase					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00098					05VI5@bactNOG,0GGVY@delNOG,0I4EI@eproNOG,121UQ@NOG,17JUX@proNOG	Dinitrogenase iron-molybdenum cofactor			SZUA-1433_20:c(5347..5712)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00099	K06933		K06933	uncharacterized protein	05VYW@bactNOG,0GH3T@delNOG,0HHWS@dproNOG,17K7T@proNOG,COG1342@NOG	UPF0251 protein			SZUA-1433_20:c(5724..6011)	hypothetical protein	K06933			K06933	K06933
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00100									SZUA-1433_20:6117..6947	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00101									SZUA-1433_20:c(6948..7433)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00102	K08997		ydiU	uncharacterized protein	05CNG@bactNOG,0GCAZ@delNOG,0I2UN@eproNOG,16PRQ@proNOG,COG0397@NOG	Uncharacterized ACR, YdiU/UPF0061 family			SZUA-1433_20:c(7448..8881)	hypothetical protein	K08997			K08997	K08997
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00103					07ZZF@bactNOG,09FV1@bctoNOG,0G06X@cytNOG,COG4912@NOG	DNA alkylation repair enzyme			SZUA-1433_20:8910..9608	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00104									SZUA-1433_20:c(9605..9859)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00105					061QT@bactNOG,0GGGK@delNOG,0HPM6@dproNOG,12CCC@NOG,17KIT@proNOG				SZUA-1433_20:c(9941..10387)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00106									SZUA-1433_20:c(10643..11032)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00107					06H1K@bactNOG,0XYRN@NOG,17SUM@proNOG				SZUA-1433_20:c(11165..11374)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00108	K02484	[EC:2.7.13.3]	K02484	two-component system, OmpR family, sensor kinase	05BZU@bactNOG,0GC4D@delNOG,0I39E@eproNOG,0XNMH@NOG,16WCW@proNOG	Histidine kinase			SZUA-1433_21:240..1394	Sensor histidine kinase WalK	K02484	K02484		K02484	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00109					0601X@bactNOG,0GHIN@delNOG,0I4JS@eproNOG,128SK@NOG,17P1A@proNOG				SZUA-1433_21:1388..1732	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00110					02H8M@arcNOG,0KYMF@eurNOG,11NAM@NOG,arCOG10218@arNOG	Putative redox-active protein (C_GCAxxG_C_C)			SZUA-1433_21:1745..2029	Split-Soret cytochrome c					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00111					02H8M@arcNOG,0KYMF@eurNOG,11NAM@NOG,arCOG10218@arNOG	Putative redox-active protein (C_GCAxxG_C_C)			SZUA-1433_21:2075..2491	Split-Soret cytochrome c					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00112	K13525		VCP, CDC48	transitional endoplasmic reticulum ATPase	06MQY@bactNOG,0GAZU@delNOG,0I2WK@eproNOG,17WZU@proNOG,COG0465@NOG	Peptidase family M41			SZUA-1433_21:2707..3201	ATP-dependent zinc metalloprotease FtsH	K13525	K13525			K08956
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00113	K08956	[EC:3.4.24.-]	AFG3	AFG3 family protein	06MQY@bactNOG,0GAZU@delNOG,0I2WK@eproNOG,17WZU@proNOG,COG0465@NOG	Peptidase family M41			SZUA-1433_21:3194..3640	ATP-dependent zinc metalloprotease FtsH 3	K08956				K08956
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00114	K09951		cas2	CRISPR-associated protein Cas2	083DK@bactNOG,0GFHT@delNOG,0I41U@eproNOG,11XRF@NOG,17HTU@proNOG	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease (By similarity)			SZUA-1433_22:c(428..733)	CRISPR-associated endoribonuclease Cas2	K09951	K09951		K09951	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00115	K15342		cas1	CRISP-associated protein Cas1	05DYN@bactNOG,0GCF7@delNOG,0I2GV@eproNOG,16RJD@proNOG,COG1518@NOG	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. May be involved in the integration of spacer DNA into the CRISPR cassette (By similarity)			SZUA-1433_22:c(730..1725)	CRISPR-associated endonuclease Cas1	K15342	K15342		K15342	K15342
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00116									SZUA-1433_22:c(1748..2410)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00117					05BZU@bactNOG,0GBND@delNOG,0I3A1@eproNOG,0XNMH@NOG,16QKZ@proNOG	Diguanylate cyclase phosphodiesterase			SZUA-1433_23:103..1464	Cyclic di-GMP phosphodiesterase CdpA					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00118	K01738	[EC:2.5.1.47]	cysK	cysteine synthase A	05C6T@bactNOG,0GAV2@delNOG,0I2QX@eproNOG,16Q08@proNOG,COG0031@NOG	cysteine synthase			SZUA-1433_23:c(1534..2445)	O-acetylserine sulfhydrylase	K01738	K01738		K01738	K21949
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00119									SZUA-1433_23:2539..3441	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00120	K04075	[EC:6.3.4.19]	tilS, mesJ	tRNA(Ile)-lysidine synthase	05D3U@bactNOG,0GDD5@delNOG,0I3IC@eproNOG,16QGD@proNOG,COG0037@NOG	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine (By similarity)			SZUA-1433_23:c(3431..4405)	tRNA(Ile)-lysidine synthase	K04075	K04075	K04075	K00760	K21947
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00121	K14441	[EC:2.8.4.4]	rimO	ribosomal protein S12 methylthiotransferase	05CBM@bactNOG,0GAR0@delNOG,0I2US@eproNOG,16PD1@proNOG,COG0621@NOG	Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12 (By similarity)			SZUA-1433_23:c(4377..5693)	Ribosomal protein S12 methylthiotransferase RimO	K14441	K14441	K14441	K06168	K18707
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00122	K01918	[EC:6.3.2.1]	panC	pantoate--beta-alanine ligase	07R03@bactNOG,0GARG@delNOG,0I2ST@eproNOG,16Q5A@proNOG,COG0414@NOG	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate (By similarity)			SZUA-1433_23:c(5695..6516)	Pantothenate synthetase	K01918	K01918	K01918	K01918	K13799
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00123	K02836		prfB	peptide chain release factor 2	05CG1@bactNOG,0GAUR@delNOG,0I32F@eproNOG,16PKF@proNOG,COG1186@NOG	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA (By similarity)			SZUA-1433_23:6732..7826	Peptide chain release factor 2	K02836	K02836		K02836	K15034
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00124	K01183	[EC:3.2.1.14]	E3.2.1.14	chitinase	0KTTR@eurNOG,0RH8W@halNOG,0XQYG@NOG,COG3979@NOG,arCOG07452@arNOG,arCOG07581@arNOG	Carbohydrate binding domain			SZUA-1433_23:c(7860..8537)	Pre-pro-metalloprotease PrtV	K01183			K01183	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00125	K03530		hupB	DNA-binding protein HU-beta	05K70@bactNOG,0GH9R@delNOG,0I4JR@eproNOG,17FE7@proNOG,COG0776@NOG	DNA-binding protein			SZUA-1433_24:c(64..342)	DNA-binding protein HU	K03530	K03530		K03530	K05788
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00126	K02397		flgL	flagellar hook-associated protein 3 FlgL	07RP7@bactNOG,0GC83@delNOG,0I354@eproNOG,16V61@proNOG,COG1344@NOG	flagellar hook-associated protein			SZUA-1433_24:481..2379	Flagellar hook-associated protein 3	K02397	K02397		K02397	K02406
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00127	K03466		ftsK, spoIIIE	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	05CNU@bactNOG,0GBAC@delNOG,0I2UT@eproNOG,16RI4@proNOG,COG1674@NOG	Essential cell division protein that coordinates cell division and chromosome segregation. The N-terminus is involved in assembly of the cell-division machinery. The C-terminus functions as a DNA motor that moves dsDNA in an ATP-dependent manner towards the dif recombination site, which is located within the replication terminus region. Translocation stops specifically at Xer-dif sites, where FtsK interacts with the Xer recombinase, allowing activation of chromosome unlinking by recombination. FtsK orienting polar sequences (KOPS) guide the direction of DNA translocation. FtsK can remove proteins from DNA as it translocates, but translocation stops specifically at XerCD-dif site, thereby preventing removal of XerC and XerD from dif (By similarity)			SZUA-1433_24:2519..4726	DNA translocase SpoIIIE	K03466	K03466	K03466	K03466	K03466
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00128	K07171	[EC:3.1.-.-]	mazF, ndoA, chpA	mRNA interferase MazF	05MZG@bactNOG,0GFIZ@delNOG,17GTX@proNOG,COG2337@NOG	Transcriptional modulator of MazE toxin, MazF			SZUA-1433_25:c(59..391)	Endoribonuclease toxin MazF	K07171	K07171		K07171	K18841
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00129	K07172		mazE, chpAI	antitoxin MazE	06A2Z@bactNOG,17S78@proNOG,COG2336@NOG	Antitoxin component of a toxin-antitoxin (TA) module. Labile antitoxin that binds to the MazF mRNA interferase toxin and neutralizes its endoribonuclease activity. Is considered to be an 'addiction' molecule as the cell will die in its absence. The endoribonuclease activity (MazF, a toxin) is inhibited by the labile cognate antitoxin MazE. Toxicity results when the levels of MazE decrease in the cell, leading to mRNA degradation. This effect can be rescued by expression of MazE, but after 6 hours in rich medium the overexpression of MazF leads to programmed cell death. Cell growth and viability are not affected when MazF and MazE are coexpressed. Both MazE and MazEF bind to the promoter region of the mazEF operon to inhibit their transcription			SZUA-1433_25:c(385..630)	Antitoxin ChpS	K07172			K07172	K18842
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00130	K01627	[EC:2.5.1.55]	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	05CXR@bactNOG,0GBN6@delNOG,0I2P0@eproNOG,16PEJ@proNOG,COG2877@NOG	Phospho-2-dehydro-3-deoxyoctonate aldolase			SZUA-1433_26:c(822..1616)	2-dehydro-3-deoxyphosphooctonate aldolase	K01627	K01627	K01627	K01627	K01627
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00131					061KW@bactNOG,0GFP5@delNOG,0I45R@eproNOG,123HY@NOG,17KWB@proNOG	Protein of unknown function (DUF3108)			SZUA-1433_26:c(1619..2449)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00132	K03977		engA, der	GTPase	05DKZ@bactNOG,0GAPY@delNOG,0I2S1@eproNOG,16PU4@proNOG,COG1160@NOG	GTPase that plays an essential role in the late steps of ribosome biogenesis (By similarity)			SZUA-1433_26:2464..3852	GTPase Der	K03977	K03977	K03977	K00058	K03977
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00133	K00891	[EC:2.7.1.71]	E2.7.1.71, aroK, aroL	shikimate kinase	05KHV@bactNOG,0GESI@delNOG,0I45Q@eproNOG,16W1R@proNOG,COG0703@NOG	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate (By similarity)			SZUA-1433_26:3849..4352	Shikimate kinase	K00891	K00891		K00891	K15546
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00134									SZUA-1433_26:c(4349..4813)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00135					05D5V@bactNOG,0GBPE@delNOG,0XPJ6@NOG,16QPC@proNOG	Inherit from proNOG: ATPase-like protein			SZUA-1433_27:97..1152	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00136	K07154	[EC:2.7.11.1]	hipA	serine/threonine-protein kinase HipA	05EHA@bactNOG,09D2M@bctoNOG,0P9ZV@flaNOG,COG3550@NOG	HipA-like C-terminal domain			SZUA-1433_28:c(126..1328)	Serine/threonine-protein kinase toxin HipA	K07154	K07154		K07154	K07154
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00137	K00655	[EC:2.3.1.51]	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	05E9Q@bactNOG,0GF3S@delNOG,0I3VE@eproNOG,16RX1@proNOG,COG0204@NOG	1-acyl-sn-glycerol-3-phosphate acyltransferase			SZUA-1433_29:c(705..1388)	1-acyl-sn-glycerol-3-phosphate acyltransferase	K00655	K00655	K00655	K00655	K13509
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00138					08TS0@bactNOG,0GE1F@delNOG,0I3XT@eproNOG,11PJ0@NOG,179EV@proNOG	Periplasmic protein			SZUA-1433_29:c(1366..2667)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00139	K01952	[EC:6.3.5.3]	purL, PFAS	phosphoribosylformylglycinamidine synthase	05D21@bactNOG,0GBPX@delNOG,0I395@eproNOG,16SA1@proNOG,COG0047@NOG	Phosphoribosylformylglycinamidine synthase I			SZUA-1433_29:c(2664..3335)	Phosphoribosylformylglycinamidine synthase subunit PurQ	K01952	K01952		K01952	K01952
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00140	K01952	[EC:6.3.5.3]	purL, PFAS	phosphoribosylformylglycinamidine synthase	05VR9@bactNOG,0GGQI@delNOG,0I4B9@eproNOG,17KGW@proNOG,COG1828@NOG	phosphoribosylformylglycinamidine synthase			SZUA-1433_29:c(3332..3574)	Phosphoribosylformylglycinamidine synthase subunit PurS	K01952	K01952		K01952	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00141	K01923	[EC:6.3.2.6]	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase	05C8V@bactNOG,0GRRU@delNOG,0I2ZS@eproNOG,16PT6@proNOG,COG0152@NOG	SAICAR synthetase			SZUA-1433_29:c(3571..4290)	Phosphoribosylaminoimidazole-succinocarboxamide synthase	K01923	K01923	K01923	K01923	K13713
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00142	K03797	[EC:3.4.21.102]	E3.4.21.102, prc, ctpA	carboxyl-terminal processing protease	05CN1@bactNOG,0GAWR@delNOG,0I2VD@eproNOG,16QAK@proNOG,COG0793@NOG	protease			SZUA-1433_29:c(4299..5633)	Carboxy-terminal processing protease CtpA	K03797	K03797	K03797	K03797	K03797
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00143	K01879	[EC:6.1.1.14]	glyS	glycyl-tRNA synthetase beta chain	05C38@bactNOG,0GAIR@delNOG,0I2G7@eproNOG,16QPX@proNOG,COG0751@NOG	Glycyl-tRNA synthetase beta subunit			SZUA-1433_29:c(5724..7733)	Glycine--tRNA ligase beta subunit	K01879	K01879	K01879	K01879	K01879
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00144									SZUA-1433_29:c(7790..7906)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00145									SZUA-1433_29:c(7939..8748)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00146	K07313	[EC:3.1.3.16]	pphA	serine/threonine protein phosphatase 1	0807P@bactNOG,1CGFI@therNOG,COG0639@NOG	K07313 serine threonine protein phosphatase 1 EC 3.1.3.16			SZUA-1433_29:c(8852..9610)	hypothetical protein	K07313	K07313		K07313	K15427
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00147	K09116		K09116	uncharacterized protein	090IC@bactNOG,0GDF8@delNOG,0I3JV@eproNOG,17B5M@proNOG,COG1578@NOG	Protein of unknown function DUF89			SZUA-1433_29:c(9622..10419)	hypothetical protein	K09116	K09116		K09116	K09116
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00148	K01626	[EC:2.5.1.54]	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase	05C7V@bactNOG,0GAXT@delNOG,0I2XK@eproNOG,16PK4@proNOG,COG3200@NOG	ec 2.5.1.54			SZUA-1433_29:c(10484..11833)	Phospho-2-dehydro-3-deoxyheptonate aldolase	K01626	K01626	K01626	K01626	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00149									SZUA-1433_29:11972..12415	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00150	K21420	[EC:2.3.2.29]	bpt	leucyl-tRNA---protein transferase	05DWA@bactNOG,0GBSC@delNOG,0I3B4@eproNOG,16RGI@proNOG,COG2935@NOG	May conjugate Arg from its aminoacyl-tRNA to the N- termini of proteins containing an N-terminal aspartate or glutamate			SZUA-1433_29:12421..13158	Aspartate/glutamate leucyltransferase	K21420	K21420		K00685	K21420
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00151	K03624		greA	transcription elongation factor GreA					SZUA-1433_29:c(13132..13500)	hypothetical protein	K03624	K03624			
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00152	K01055	[EC:3.1.1.24]	pcaD	3-oxoadipate enol-lactonase	08RUW@bactNOG,0GDC6@delNOG,0I3G8@eproNOG,178G2@proNOG,COG0596@NOG	hydrolase			SZUA-1433_29:13519..14235	Pimeloyl-[acyl-carrier protein] methyl ester esterase	K01055			K01055	K21821
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00153	K01929	[EC:6.3.2.10]	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	07EES@bactNOG,0GBI4@delNOG,0I2K6@eproNOG,16UX2@proNOG,COG0770@NOG	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein (By similarity)			SZUA-1433_29:14222..15664	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	K01929	K01929	K01929	K01929	K21612
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00154					08XZI@bactNOG,0GHF5@delNOG,0I4ZZ@eproNOG,0Y4HU@NOG,17NDD@proNOG	Prolyl oligopeptidase family			SZUA-1433_29:15732..16955	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00155	K08970		rcnA	nickel/cobalt exporter	05D7X@bactNOG,0GEAG@delNOG,0I419@eproNOG,174UK@proNOG,COG2215@NOG	Transporter, Ni2 -Co2 transporter			SZUA-1433_30:56..1453	hypothetical protein	K08970			K08970	K08970
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00156									SZUA-1433_30:1485..1589	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00157					063V2@bactNOG,0D15N@chlNOG,12ANR@NOG	Domain of unknown function DUF302			SZUA-1433_30:1646..1933	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00158	K17229	[EC:1.8.2.3]	fccB	sulfide dehydrogenase [flavocytochrome c] flavoprotein chain	07QTB@bactNOG,0GBJM@delNOG,0I38X@eproNOG,16UYW@proNOG,COG0446@NOG	flavocytochrome C			SZUA-1433_30:c(1964..3352)	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain	K17229			K17229	K21833
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00159	K21375	[EC:1.3.3.13]	albA	albonoursin synthase	06RJ9@bactNOG,0GF58@delNOG,0I47N@eproNOG,16SQ1@proNOG,COG0778@NOG	Nitroreductase family			SZUA-1433_31:45..350	hypothetical protein	K21375				K21375
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00160	K03575	[EC:3.2.2.-]	mutY	A/G-specific adenine glycosylase	05CEN@bactNOG,0GAKY@delNOG,0I353@eproNOG,16PQ9@proNOG,COG1194@NOG	a g-specific adenine glycosylase			SZUA-1433_31:340..1287	Adenine DNA glycosylase	K03575	K03575		K03575	K03575
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00161					065KE@bactNOG,09DJK@bctoNOG,0Y4T2@NOG,1AHN3@sphNOG				SZUA-1433_31:1298..2263	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00162	K03286		TC.OOP	OmpA-OmpF porin, OOP family	05CDV@bactNOG,0GCQW@delNOG,0I3HW@eproNOG,16QB9@proNOG,COG2885@NOG	Outer membrane fibronectin-binding protein			SZUA-1433_31:2331..3530	Outer membrane porin F	K03286			K03286	K21218
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00163	K00230	[EC:1.3.5.3]	hemG	menaquinone-dependent protoporphyrinogen oxidase	068YH@bactNOG,0Y24Y@NOG				SZUA-1433_31:3540..3905	hypothetical protein	K00230			K00230	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00164	K00899	[EC:2.7.1.100]	mtnK	5-methylthioribose kinase	05CT5@bactNOG,0GEHC@delNOG,0I3MR@eproNOG,16Q9C@proNOG,COG4857@NOG	Phosphotransferase enzyme family			SZUA-1433_32:c(973..2196)	Methylthioribose kinase	K00899	K00899		K00899	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00165									SZUA-1433_33:c(979..1353)	hypothetical protein					
