#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_sp_SZUA-1058|SZUA-1058_00001	K05592	[EC:3.6.4.13]	deaD, cshA	ATP-dependent RNA helicase DeaD	05C1J@bactNOG,0QI2F@gproNOG,16PDE@proNOG,COG0513@NOG	ATP-dependent RNA helicase			SZUA-1058_1:54..1805	ATP-dependent RNA helicase DeaD	K05592	K05592	K05592	K05592	K18692
Candidatus_sp_SZUA-1058|SZUA-1058_00079	K01998		livM	branched-chain amino acid transport system permease protein	01SYR@aproNOG,062GI@bactNOG,16UIJ@proNOG,COG4177@NOG	Branched-chain amino acid ABC transporter, permease protein			SZUA-1058_29:518..1666	hypothetical protein	K01998			K01998	K11961
Candidatus_sp_SZUA-1058|SZUA-1058_00080	K01995		livG	branched-chain amino acid transport system ATP-binding protein	01QD5@aproNOG,05CAI@bactNOG,16PP8@proNOG,COG0411@NOG	branched-chain amino acid ABC transporter (ATP-binding protein)			SZUA-1058_29:1671..2435	Glutamine transport ATP-binding protein GlnQ	K01995	K01995		K01995	K11957
Candidatus_sp_SZUA-1058|SZUA-1058_00081	K01996		livF	branched-chain amino acid transport system ATP-binding protein	01RR2@aproNOG,05EB7@bactNOG,16RYK@proNOG,COG0410@NOG	branched-chain amino acid ABC transporter (ATP-binding protein)			SZUA-1058_29:2432..3193	High-affinity branched-chain amino acid transport ATP-binding protein LivF	K01996	K01996		K01996	K11963
Candidatus_sp_SZUA-1058|SZUA-1058_00082	K03116		tatA	sec-independent protein translocase protein TatA	067S4@bactNOG,0XUF0@NOG	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system (By similarity)			SZUA-1058_29:3536..3745	Sec-independent protein translocase protein TatA	K03116	K03116		K03116	
Candidatus_sp_SZUA-1058|SZUA-1058_00083	K03117		tatB	sec-independent protein translocase protein TatB	067S4@bactNOG,0XUF0@NOG	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system (By similarity)			SZUA-1058_29:3779..4177	Sec-independent protein translocase protein TatB	K03117	K03117		K03116	
Candidatus_sp_SZUA-1058|SZUA-1058_00084	K03118		tatC	sec-independent protein translocase protein TatC	05DCX@bactNOG,0QI0S@gproNOG,16Q1Y@proNOG,COG0805@NOG	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides (By similarity)			SZUA-1058_29:4195..5049	Sec-independent protein translocase protein TatC	K03118	K03118		K03118	K03118
Candidatus_sp_SZUA-1058|SZUA-1058_00086	K03797	[EC:3.4.21.102]	E3.4.21.102, prc, ctpA	carboxyl-terminal processing protease	05CN1@bactNOG,0QI5K@gproNOG,16QAK@proNOG,COG0793@NOG	protease			SZUA-1058_30:252..1592	Carboxy-terminal processing protease CtpA	K03797	K03797		K03797	K03797
Candidatus_sp_SZUA-1058|SZUA-1058_00087	K03100	[EC:3.4.21.89]	lepB	signal peptidase I	05C3F@bactNOG,0QHXI@gproNOG,16PF2@proNOG,COG0681@NOG	Signal peptidase I			SZUA-1058_30:c(1663..1935)	Signal peptidase I	K03100	K03100		K03100	K03100
Candidatus_sp_SZUA-1058|SZUA-1058_00088	K00036	[EC:1.1.1.49][EC:1.1.1.363]	G6PD, zwf	glucose-6-phosphate 1-dehydrogenase	05D8W@bactNOG,0QHY0@gproNOG,16PFK@proNOG,COG0364@NOG	glucose-6-phosphate 1-dehydrogenase			SZUA-1058_31:19..300	Glucose-6-phosphate 1-dehydrogenase	K00036	K00036		K00036	K15242
Candidatus_sp_SZUA-1058|SZUA-1058_00089	K01057	[EC:3.1.1.31]	PGLS, pgl, devB	6-phosphogluconolactonase	08Q79@bactNOG,0QQHF@gproNOG,1793H@proNOG,COG0363@NOG	6-phosphogluconolactonase EC 3.1.1.31			SZUA-1058_31:293..1009	6-phosphogluconolactonase	K01057	K01057		K01057	K02564
Candidatus_sp_SZUA-1058|SZUA-1058_00090	K11312		K11312	cupin 2 domain-containing protein	0KU7R@eurNOG,0WN0Y@methaNOG,COG0662@NOG,arCOG03003@arNOG	Mannose-6-phosphate isomerase			SZUA-1058_31:1090..1413	Oxalate-binding protein	K11312			K11312	
Candidatus_sp_SZUA-1058|SZUA-1058_00091					01T75@aproNOG,05Y8F@bactNOG,0XXXG@NOG,174Z2@proNOG	Alpha Beta			SZUA-1058_32:c(359..1051)	Pimeloyl-[acyl-carrier protein] methyl ester esterase					
Candidatus_sp_SZUA-1058|SZUA-1058_00092	K00549	[EC:2.1.1.14]	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	01R6K@aproNOG,07QYM@bactNOG,16Q30@proNOG,COG0620@NOG	Methionine synthase, vitamin-B12 independent			SZUA-1058_32:c(1048..2181)	2-hydroxypropyl-CoM lyase	K00549	K00549		K00549	K00549
Candidatus_sp_SZUA-1058|SZUA-1058_00093					01SG5@aproNOG,074UU@bactNOG,0YS7A@NOG,174C4@proNOG	domain protein			SZUA-1058_32:c(2249..2905)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00094	K00290	[EC:1.5.1.7]	LYS1	saccharopine dehydrogenase (NAD+, L-lysine forming)	01RNK@aproNOG,08M0Q@bactNOG,16RFK@proNOG,COG1748@NOG	Saccharopine dehydrogenase			SZUA-1058_33:200..1354	hypothetical protein	K00290			K00290	K20939
Candidatus_sp_SZUA-1058|SZUA-1058_00095	K03503	[EC:3.4.21.-]	umuD	DNA polymerase V	COG1974@NOG	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair (By similarity)			SZUA-1058_34:c(781..1362)	Protein UmuD	K03503	K03503		K03503	K03503
Candidatus_sp_SZUA-1058|SZUA-1058_00096	K18456	[EC:3.5.4.32]	E3.5.4.32	8-oxoguanine deaminase					SZUA-1058_34:c(1449..1565)	hypothetical protein	K18456	K18456			
Candidatus_sp_SZUA-1058|SZUA-1058_00097	K00108	[EC:1.1.99.1]	betA, CHDH	choline dehydrogenase	05CZ6@bactNOG,0QN00@gproNOG,16Q7M@proNOG,COG2303@NOG	Oxidoreductase			SZUA-1058_35:478..2097	Alcohol dehydrogenase [acceptor]	K00108	K00108		K00108	K21166
Candidatus_sp_SZUA-1058|SZUA-1058_00098									SZUA-1058_35:c(2132..2299)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00099	K04079		HSP90A, htpG	molecular chaperone HtpG	05CJX@bactNOG,0QHXH@gproNOG,16R7A@proNOG,COG0326@NOG	Molecular chaperone. Has ATPase activity (By similarity)			SZUA-1058_36:11..784	Chaperone protein HtpG	K04079	K04079		K04079	K04079
Candidatus_sp_SZUA-1058|SZUA-1058_00100	K15396	[EC:2.1.1.200]	trmJ	tRNA (cytidine32/uridine32-2'-O)-methyltransferase	05CVS@bactNOG,0QIVX@gproNOG,16QCD@proNOG,COG0565@NOG	RNA methyltransferase, TrmH family, group 1			SZUA-1058_36:c(839..1597)	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	K15396	K15396		K02533	K15396
Candidatus_sp_SZUA-1058|SZUA-1058_00101	K09457	[EC:1.7.1.13]	queF	7-cyano-7-deazaguanine reductase	07YRI@bactNOG,0R8HM@gproNOG,16VYV@proNOG,COG0780@NOG	Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1) (By similarity)			SZUA-1058_37:118..504	NADPH-dependent 7-cyano-7-deazaguanine reductase	K09457	K09457		K06879	K09457
Candidatus_sp_SZUA-1058|SZUA-1058_00102	K00123	[EC:1.17.1.9]	fdoG, fdhF, fdwA	formate dehydrogenase major subunit	02E6F@aproNOG,08IEG@bactNOG,172PR@proNOG,COG3383@NOG	Formate dehydrogenase Alpha subunit			SZUA-1058_38:11..256	Periplasmic nitrate reductase	K00123	K00123		K00123	K05299
Candidatus_sp_SZUA-1058|SZUA-1058_00103	K09773	[EC:2.7.4.28][EC:2.7.11.33]	ppsR	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase	05CF9@bactNOG,0B7HK@bproNOG,16S0C@proNOG,COG1806@NOG	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation dephosphorylation (By similarity)			SZUA-1058_38:c(299..1111)	Phosphoenolpyruvate synthase regulatory protein	K09773	K09773	K09773	K09773	K09773
Candidatus_sp_SZUA-1058|SZUA-1058_00104	K01007	[EC:2.7.9.2]	pps, ppsA	pyruvate, water dikinase	07R95@bactNOG,0QJ3A@gproNOG,16PFU@proNOG,COG0574@NOG	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate (By similarity)			SZUA-1058_38:c(1129..2952)	Phosphoenolpyruvate synthase	K01007	K01007		K01007	K21787
Candidatus_sp_SZUA-1058|SZUA-1058_00105									SZUA-1058_38:3047..3172	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00106	K07794		tctB	putative tricarboxylic transport membrane protein	02CTM@aproNOG,063Q1@bactNOG,12CS4@NOG,17QTP@proNOG	Inherit from proNOG: Tricarboxylic transport TctB			SZUA-1058_39:c(19..483)	hypothetical protein	K07794			K07794	
Candidatus_sp_SZUA-1058|SZUA-1058_00107	K07795		tctC	putative tricarboxylic transport membrane protein	01S74@aproNOG,05FD5@bactNOG,16XJF@proNOG,COG3181@NOG	transport protein TctC			SZUA-1058_39:c(511..1491)	hypothetical protein	K07795	K07795		K07795	K07795
Candidatus_sp_SZUA-1058|SZUA-1058_00108					01QAE@aproNOG,069T2@bactNOG,0Y882@NOG,173PK@proNOG				SZUA-1058_39:c(1659..2756)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00109	K02483		K02483	two-component system, OmpR family, response regulator	01S6F@aproNOG,05RD1@bactNOG,16SFA@proNOG,COG0745@NOG	Two component transcriptional regulator, winged helix family			SZUA-1058_39:2924..3595	Transcriptional regulatory protein tctD	K02483	K02483		K02483	K21603
Candidatus_sp_SZUA-1058|SZUA-1058_00110					05BZU@bactNOG,0R8DZ@gproNOG,0XNMH@NOG,16UYG@proNOG	Two-component sensor			SZUA-1058_40:3..764	Sensor protein ZraS					
Candidatus_sp_SZUA-1058|SZUA-1058_00111	K02481		K02481	two-component system, NtrC family, response regulator	05C1W@bactNOG,0QKH9@gproNOG,16PNY@proNOG,COG2204@NOG	two component, sigma54 specific, transcriptional regulator, Fis family			SZUA-1058_40:761..1336	Response regulator MprA	K02481			K02481	K20919
Candidatus_sp_SZUA-1058|SZUA-1058_00112									SZUA-1058_41:109..381	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00113	K03798	[EC:3.4.24.-]	ftsH, hflB	cell division protease FtsH	05C3H@bactNOG,0QJ0G@gproNOG,16QNR@proNOG,COG0465@NOG	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins (By similarity)			SZUA-1058_41:617..2548	ATP-dependent zinc metalloprotease FtsH	K03798	K03798		K03798	K08956
Candidatus_sp_SZUA-1058|SZUA-1058_00114	K00796	[EC:2.5.1.15]	folP	dihydropteroate synthase	05EEI@bactNOG,0QI0J@gproNOG,16QUG@proNOG,COG0294@NOG	dihydropteroate synthase			SZUA-1058_41:2561..3370	Dihydropteroate synthase	K00796	K00796	K00796	K00796	K18974
Candidatus_sp_SZUA-1058|SZUA-1058_00115	K03431	[EC:5.4.2.10]	glmM	phosphoglucosamine mutase	07QJF@bactNOG,0QII8@gproNOG,16PZZ@proNOG,COG1109@NOG	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)			SZUA-1058_41:3374..4705	Phosphoglucosamine mutase	K03431	K03431		K03431	K16881
Candidatus_sp_SZUA-1058|SZUA-1058_00116	K07090		K07090	uncharacterized protein	08SB2@bactNOG,0QQ9D@gproNOG,11FR7@NOG,177YW@proNOG	Sulfite exporter TauE/SafE			SZUA-1058_41:4745..5482	hypothetical protein	K07090	K07090		K07090	
Candidatus_sp_SZUA-1058|SZUA-1058_00117	K05800		ybaO	Lrp/AsnC family transcriptional regulator	01S3C@aproNOG,08XM1@bactNOG,17AUX@proNOG,COG1522@NOG	transcriptional regulator AsnC family			SZUA-1058_41:c(5479..5670)	DNA-binding transcriptional activator DecR	K05800	K05800		K03719	K15782
Candidatus_sp_SZUA-1058|SZUA-1058_00118	K03430	[EC:2.6.1.37]	phnW	2-aminoethylphosphonate-pyruvate transaminase	07STF@bactNOG,0QKCP@gproNOG,16RZ7@proNOG,COG0075@NOG	Involved in phosphonate degradation (By similarity)			SZUA-1058_42:c(633..1859)	2-aminoethylphosphonate--pyruvate transaminase	K03430	K03430		K00830	K18608
Candidatus_sp_SZUA-1058|SZUA-1058_00119	K02492	[EC:1.2.1.70]	hemA	glutamyl-tRNA reductase	05C7E@bactNOG,0QIYF@gproNOG,16QC4@proNOG,COG0373@NOG	Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA) (By similarity)			SZUA-1058_43:22..621	Glutamyl-tRNA reductase	K02492	K02492		K02492	K02492
Candidatus_sp_SZUA-1058|SZUA-1058_00120	K02835		prfA, MTRF1, MRF1	peptide chain release factor 1	05C8K@bactNOG,0QI9Q@gproNOG,16PM9@proNOG,COG0216@NOG	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA (By similarity)			SZUA-1058_43:621..1709	Peptide chain release factor RF1	K02835	K02835		K02835	K02835
Candidatus_sp_SZUA-1058|SZUA-1058_00121	K09816		znuB	zinc transport system permease protein	05FAV@bactNOG,0QKBH@gproNOG,16QP2@proNOG,COG1108@NOG	High-affinity zinc uptake system membrane protein			SZUA-1058_43:c(1710..2495)	High-affinity zinc uptake system membrane protein ZnuB	K09816	K09816		K09816	K19976
Candidatus_sp_SZUA-1058|SZUA-1058_00122	K03711		fur, zur, furB	Fur family transcriptional regulator, ferric uptake regulator	090R7@bactNOG,0QS5Z@gproNOG,17CQF@proNOG,COG0735@NOG	Ferric uptake			SZUA-1058_43:c(2509..2937)	Ferric uptake regulation protein	K03711	K03711	K03711	K03711	K09826
Candidatus_sp_SZUA-1058|SZUA-1058_00123					08I39@bactNOG,0XUVJ@NOG	Rhodanese domain-containing protein			SZUA-1058_44:c(773..1186)	Sulfurtransferase					
Candidatus_sp_SZUA-1058|SZUA-1058_00124	K01658	[EC:4.1.3.27]	trpG	anthranilate synthase component II	05DDQ@bactNOG,0QHVM@gproNOG,16QG1@proNOG,COG0512@NOG	synthase component II			SZUA-1058_44:c(1183..1770)	Anthranilate synthase component 2	K01658	K01658		K01658	K21175
Candidatus_sp_SZUA-1058|SZUA-1058_00125	K15256	[EC:2.1.1.-]	cmoA	tRNA (cmo5U34)-methyltransferase	05DA6@bactNOG,0QJ61@gproNOG,16QCZ@proNOG,COG0500@NOG	Catalyzes the conversion of 5-methoxyuridine (mo5U) to uridine-5-oxyacetic acid (cmo5U) at position 34 in tRNA. May also participate in the methylation of uridine-5-oxyacetic acid (cmo5U) to uridine-5-oxyacetic acid methyl ester (mcmo5U) (By similarity)			SZUA-1058_44:c(1805..2518)	Carboxy-S-adenosyl-L-methionine synthase	K15256	K15256		K15256	K21377
Candidatus_sp_SZUA-1058|SZUA-1058_00126	K03181	[EC:4.1.3.40]	ubiC	chorismate--pyruvate lyase	05VEI@bactNOG,0QW0Y@gproNOG,17MXB@proNOG,COG3161@NOG	Removes the pyruvyl group from chorismate, with concomitant aromatization of the ring, to provide 4- hydroxybenzoate (4HB) for the ubiquinone pathway (By similarity)			SZUA-1058_44:c(2511..2987)	Chorismate pyruvate-lyase	K03181	K03181		K03181	K03181
Candidatus_sp_SZUA-1058|SZUA-1058_00127									SZUA-1058_45:c(418..588)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00128	K03793	[EC:1.5.1.33]	PTR1	pteridine reductase	08RKS@bactNOG,0QQ3Y@gproNOG,1786F@proNOG,COG1028@NOG	reductase			SZUA-1058_45:c(754..1473)	3-oxoacyl-[acyl-carrier-protein] reductase FabG	K03793	K03793		K00059	K21883
Candidatus_sp_SZUA-1058|SZUA-1058_00129	K00574	[EC:2.1.1.79]	cfa	cyclopropane-fatty-acyl-phospholipid synthase	05HD3@bactNOG,0QK66@gproNOG,16SB8@proNOG,COG1565@NOG	Pfam:DUF185			SZUA-1058_45:1524..2654	hypothetical protein	K00574			K00574	
Candidatus_sp_SZUA-1058|SZUA-1058_00130	K06153	[EC:3.6.1.27]	bacA	undecaprenyl-diphosphatase	05DWR@bactNOG,0QKCK@gproNOG,173U8@proNOG,COG1968@NOG	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin (By similarity)			SZUA-1058_45:2664..3458	Undecaprenyl-diphosphatase	K06153	K06153		K06153	K06153
Candidatus_sp_SZUA-1058|SZUA-1058_00131	K01256	[EC:3.4.11.2]	pepN	aminopeptidase N	05CD8@bactNOG,0QHZX@gproNOG,16QM5@proNOG,COG0308@NOG	aminopeptidase N			SZUA-1058_45:3632..5971	Aminopeptidase N	K01256	K01256		K01256	K13721
Candidatus_sp_SZUA-1058|SZUA-1058_00132	K03743	[EC:3.5.1.42]	pncC	nicotinamide-nucleotide amidase	07TH8@bactNOG,0QS7K@gproNOG,17C8N@proNOG,COG1546@NOG	competence damage-inducible protein			SZUA-1058_45:5971..6441	Nicotinamide-nucleotide amidohydrolase PncC	K03743	K03743		K03742	K03743
Candidatus_sp_SZUA-1058|SZUA-1058_00133	K05539	[EC:1.-.-.-]	dusA	tRNA-dihydrouridine synthase A	05CEH@bactNOG,0QJ8S@gproNOG,16Q84@proNOG,COG0042@NOG	Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs (By similarity)			SZUA-1058_45:6438..7421	tRNA-dihydrouridine(20/20a) synthase	K05539	K05539	K05539	K05539	K05545
Candidatus_sp_SZUA-1058|SZUA-1058_00134	K03590		ftsA	cell division protein FtsA	05CIT@bactNOG,0QIYH@gproNOG,16R3Y@proNOG,COG0849@NOG	This protein may be involved in anomalous filament growth. May be a component of the septum (By similarity)			SZUA-1058_45:7462..8682	Cell division protein FtsA	K03590	K03590		K03590	K03590
Candidatus_sp_SZUA-1058|SZUA-1058_00135	K02535	[EC:3.5.1.108]	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	05C7C@bactNOG,0QIDI@gproNOG,16PBE@proNOG,COG0774@NOG	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)			SZUA-1058_45:8686..9597	UDP-3-O-acyl-N-acetylglucosamine deacetylase	K02535	K02535		K02535	K16363
Candidatus_sp_SZUA-1058|SZUA-1058_00136									SZUA-1058_45:c(10368..10607)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00137	K07137		K07137	uncharacterized protein	05DZ0@bactNOG,099Y2@bctoNOG,0P7PX@flaNOG,COG2509@NOG	fad dependent oxidoreductase			SZUA-1058_46:96..1637	Putative thiazole biosynthetic enzyme	K07137	K07137		K07137	K07137
Candidatus_sp_SZUA-1058|SZUA-1058_00138	K07043		K07043	uncharacterized protein	0578E@bacteNOG,05FMR@bactNOG,09F8Y@bctoNOG,COG1451@NOG	WLM domain			SZUA-1058_46:1790..2353	hypothetical protein	K07043	K07043		K07043	K07043
Candidatus_sp_SZUA-1058|SZUA-1058_00139	K00140	[EC:1.2.1.18][EC:1.2.1.27]	mmsA, iolA, ALDH6A1	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	01QTC@aproNOG,05C26@bactNOG,16PSX@proNOG,COG1012@NOG	Methylmalonate-semialdehyde dehydrogenase			SZUA-1058_47:21..1520	Putative 3-oxopropanoate dehydrogenase	K00140	K00140		K00140	K21802
Candidatus_sp_SZUA-1058|SZUA-1058_00140	K13821	[EC:1.5.5.2][EC:1.2.1.88]	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	05C26@bactNOG,0QJWW@gproNOG,16QU1@proNOG,COG0506@NOG,COG4230@NOG	proline dehydrogenase, pyrroline-5-carboxylate dehydrogenase			SZUA-1058_47:c(1533..4394)	Bifunctional protein PutA	K13821	K13821		K13821	K13821
Candidatus_sp_SZUA-1058|SZUA-1058_00141									SZUA-1058_48:406..531	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00142	K00764	[EC:2.4.2.14]	purF, PPAT	amidophosphoribosyltransferase	05CBA@bactNOG,0QIPY@gproNOG,16PS6@proNOG,COG0034@NOG	Glutamine phosphoribosylpyrophosphate amidotransferase			SZUA-1058_48:c(965..2482)	Amidophosphoribosyltransferase	K00764	K00764	K00764	K00764	K00764
Candidatus_sp_SZUA-1058|SZUA-1058_00143									SZUA-1058_48:c(2486..2947)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00144	K01915	[EC:6.3.1.2]	glnA, GLUL	glutamine synthetase	05C5F@bactNOG,0QIJC@gproNOG,16PDC@proNOG,COG0174@NOG	glutamine synthetase			SZUA-1058_49:22..294	Glutamine synthetase	K01915	K01915		K01915	K20712
Candidatus_sp_SZUA-1058|SZUA-1058_00145	K01012	[EC:2.8.1.6]	bioB	biotin synthase	05CZF@bactNOG,0QK1E@gproNOG,16R0W@proNOG,COG0502@NOG	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism (By similarity)			SZUA-1058_49:325..1398	Biotin synthase	K01012	K01012	K01012	K01012	K21312
Candidatus_sp_SZUA-1058|SZUA-1058_00146	K02563	[EC:2.4.1.227]	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	05DVQ@bactNOG,0QI5G@gproNOG,16PE6@proNOG,COG0707@NOG	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II) (By similarity)			SZUA-1058_49:c(1331..2335)	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	K02563	K02563		K02563	K03429
Candidatus_sp_SZUA-1058|SZUA-1058_00147	K18989		vexF	multidrug efflux pump	05BZS@bactNOG,0QJ67@gproNOG,16PBH@proNOG,COG0841@NOG	resistance protein			SZUA-1058_50:97..2115	Multidrug resistance protein MdtC	K18989			K18989	K21134
Candidatus_sp_SZUA-1058|SZUA-1058_00148	K03550	[EC:3.6.4.12]	ruvA	holliday junction DNA helicase RuvA	05KA4@bactNOG,0QKMF@gproNOG,17A0C@proNOG,COG0632@NOG	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB (By similarity)			SZUA-1058_50:c(2116..2709)	Holliday junction ATP-dependent DNA helicase RuvA	K03550	K03550	K03550	K03550	K03550
Candidatus_sp_SZUA-1058|SZUA-1058_00149	K01704	[EC:4.2.1.33][EC:4.2.1.35]	leuD, IPMI-S	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	05MQS@bactNOG,0QISS@gproNOG,16QQT@proNOG,COG0066@NOG	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)			SZUA-1058_50:c(2706..3320)	3-isopropylmalate dehydratase small subunit 1	K01704	K01704	K01704	K01704	K20453
Candidatus_sp_SZUA-1058|SZUA-1058_00150	K01703	[EC:4.2.1.33][EC:4.2.1.35]	leuC, IPMI-L	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	05CQI@bactNOG,0QITV@gproNOG,16PYZ@proNOG,COG0065@NOG	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)			SZUA-1058_50:c(3317..4693)	3-isopropylmalate dehydratase large subunit	K01703	K01703		K01703	K20930
Candidatus_sp_SZUA-1058|SZUA-1058_00151	K03168	[EC:5.99.1.2]	topA	DNA topoisomerase I	05C73@bactNOG,0QIIK@gproNOG,16PJG@proNOG,COG0550@NOG,COG1754@NOG	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)			SZUA-1058_51:c(500..2197)	DNA topoisomerase 1	K03168	K03168		K03168	K03168
