#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00001	K00344	[EC:1.6.5.5]	qor, CRYZ	NADPH2:quinone reductase	05EE6@bactNOG,0D4HV@chloNOG,COG0604@NOG	Alcohol dehydrogenase zinc-binding domain protein			SZUA-1128_1:c(145..1113)	Quinone oxidoreductase 1	K00344	K00344		K00344	K21839
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00106	K01890	[EC:6.1.1.20]	FARSB, pheT	phenylalanyl-tRNA synthetase beta chain	04RZD@bacNOG,05C6A@bactNOG,0ND9D@firmNOG,COG0072@NOG,COG0073@NOG	phenylalanyl-tRNA synthetase (beta subunit)			SZUA-1128_38:56..508	Phenylalanine--tRNA ligase beta subunit	K01890	K01890		K01890	K06878
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00107									SZUA-1128_38:c(831..1217)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00108					05ZN9@bactNOG,11SSY@NOG,1AQA9@spiNOG				SZUA-1128_39:15..281	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00109	K02483		K02483	two-component system, OmpR family, response regulator	05CK6@bactNOG,0EP22@cloNOG,0NEJH@firmNOG,COG0745@NOG	Two component transcriptional regulator, winged helix family			SZUA-1128_39:671..1045	DNA-binding response regulator MtrA	K02483			K02483	K21603
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00110									SZUA-1128_39:c(1845..2342)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00111					05Q0D@bactNOG,0GIRN@delNOG,0HJB8@dproNOG,11YBC@NOG,17VR4@proNOG				SZUA-1128_40:c(173..535)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00112	K01703	[EC:4.2.1.33][EC:4.2.1.35]	leuC, IPMI-L	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	05CQI@bactNOG,0ENZ3@cloNOG,0ND6X@firmNOG,COG0065@NOG	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)			SZUA-1128_40:c(562..1965)	3-isopropylmalate dehydratase large subunit	K01703	K01703	K01703	K01703	K20930
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00113	K02499		yabN	tetrapyrrole methylase family protein / MazG family protein	08IY2@bactNOG,0D5ZA@chloNOG,0G7IB@dehNOG,COG3956@NOG	mazG family			SZUA-1128_41:c(268..1071)	Nucleoside triphosphate pyrophosphohydrolase	K02499	K02499		K02428	K02499
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00114					084A8@bactNOG,0D3BH@chloNOG,0G7B7@dehNOG,11TVJ@NOG	Integral membrane protein TIGR01906			SZUA-1128_41:1150..1854	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00115					07ER2@bactNOG,0ZI1K@NOG	regulatory protein, fmdb			SZUA-1128_41:c(1971..2201)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00116					01VW3@aproNOG,08WD5@bactNOG,11KNT@NOG,179K3@proNOG	pyridoxamine 5'-phosphate oxidase-related, FMN-binding			SZUA-1128_42:1361..1837	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00118					05MZW@bactNOG,0GK8P@delNOG,0HKEZ@dproNOG,0XRQX@NOG,16TPW@proNOG	acyl-CoA dehydrogenase domain-containing protein			SZUA-1128_43:c(238..1386)	Acryloyl-CoA reductase (NADH)					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00119					05CC9@bactNOG,0XNVZ@NOG,16PRN@proNOG	acyl-CoA dehydrogenase			SZUA-1128_43:c(1459..2373)	Acyl-CoA dehydrogenase FadE26					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00120					05DCM@bactNOG,0G9R3@deiNOG,0XPZP@NOG	major facilitator superfamily MFS_1			SZUA-1128_44:c(21..1343)	putative sulfoacetate transporter SauU					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00121									SZUA-1128_44:c(1485..1754)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00122	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	00J9A@actNOG,08M8W@bactNOG,COG2141@NOG	Luciferase-like protein			SZUA-1128_45:c(98..1147)	Alkanal monooxygenase alpha chain	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00123	K01784	[EC:5.1.3.2]	galE, GALE	UDP-glucose 4-epimerase	0234K@aproNOG,08W31@bactNOG,17DPH@proNOG,COG0451@NOG	Male sterility protein			SZUA-1128_45:1317..2297	dTDP-4-dehydro-6-deoxyglucose reductase	K01784			K01784	K22025
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00124	K01720	[EC:4.2.1.79]	prpD	2-methylcitrate dehydratase	01WFF@aproNOG,05ED6@bactNOG,175IX@proNOG,COG2079@NOG	MmgE PrpD			SZUA-1128_45:c(2464..3861)	hypothetical protein	K01720			K01720	K05608
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00125	K06990		MEMO1	MEMO1 family protein	081CK@bactNOG,COG1355@NOG	Memo-like protein			SZUA-1128_46:9..911	hypothetical protein	K06990	K06990		K06990	K06990
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00126	K19548	[EC:1.1.1.385]	bacC	dihydroanticapsin dehydrogenase	061TZ@bactNOG,1CH79@therNOG,COG1028@NOG	Short-chain dehydrogenase reductase SDR			SZUA-1128_46:1114..1866	Cyclopentanol dehydrogenase	K19548		K19548	K00038	K21883
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00127									SZUA-1128_46:c(1884..2165)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00128	K01692	[EC:4.2.1.17]	paaF, echA	enoyl-CoA hydratase	08KCX@bactNOG,0BK60@bproNOG,16UEG@proNOG,COG1024@NOG	Enoyl-CoA hydratase (EC 4.2.1.17)			SZUA-1128_47:30..506	Crotonyl-CoA hydratase	K01692	K01692		K01692	K20765
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00129	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	061TZ@bactNOG,0D2Q3@chloNOG,0D802@chlorNOG,COG1028@NOG	Short-chain dehydrogenase reductase SDR			SZUA-1128_47:c(517..1281)	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase	K21883				K21883
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00130	K01895	[EC:6.2.1.1]	ACSS, acs	acetyl-CoA synthetase	08IQF@bactNOG,0GSZE@delNOG,0HSCS@dproNOG,172WU@proNOG,COG0365@NOG	AMP-dependent synthetase and ligase			SZUA-1128_47:1617..3278	Acetyl-coenzyme A synthetase	K01895	K01895	K01896	K01895	K20458
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00131	K01956	[EC:6.3.5.5]	carA, CPA1	carbamoyl-phosphate synthase small subunit	05C1M@bactNOG,0D1IR@chloNOG,0G70C@dehNOG,COG0505@NOG	Carbamoyl-phosphate synthetase glutamine chain			SZUA-1128_48:77..475	Carbamoyl-phosphate synthase small chain	K01956	K01956		K01956	K01956
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00132									SZUA-1128_48:760..1194	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00133									SZUA-1128_48:c(1366..1572)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00134	K00161	[EC:1.2.4.1]	PDHA, pdhA	pyruvate dehydrogenase E1 component alpha subunit					SZUA-1128_48:c(1621..1944)	hypothetical protein	K00161	K00161			
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00135	K02500	[EC:4.1.3.-]	hisF	cyclase	05C0S@bactNOG,0ENXW@cloNOG,0ND6W@firmNOG,COG0107@NOG	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit (By similarity)			SZUA-1128_49:33..677	Imidazole glycerol phosphate synthase subunit HisF	K02500	K02500		K01663	K02500
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00136	K07025		K07025	putative hydrolase of the HAD superfamily	00K6F@actNOG,081RE@bactNOG,COG1011@NOG	Hydrolase			SZUA-1128_49:832..1539	(S)-2-haloacid dehalogenase 4A	K07025			K07025	K21063
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00137	K11755	[EC:3.6.1.31][EC:3.5.4.19]	hisIE	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase	05K8F@bactNOG,1C8UX@synNOG,COG0139@NOG,COG0140@NOG	Phosphoribosyl-ATP			SZUA-1128_49:1597..2217	Phosphoribosyl-AMP cyclohydrolase	K11755	K11755		K01496	K14152
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00138									SZUA-1128_50:462..830	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00139	K00077	[EC:1.1.1.169]	panE, apbA	2-dehydropantoate 2-reductase	084M5@bactNOG,0GE5Y@delNOG,0HF00@dproNOG,178ZC@proNOG,COG1893@NOG	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid (By similarity)			SZUA-1128_50:c(1004..1939)	2-dehydropantoate 2-reductase	K00077	K00077		K00077	K17665
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00140	K00666	[EC:6.2.1.-]	K00666	fatty-acyl-CoA synthase	01QTQ@aproNOG,05CEY@bactNOG,16PEQ@proNOG,COG0318@NOG	AMP-dependent synthetase and ligase			SZUA-1128_50:c(1972..2835)	Long-chain-fatty-acid--CoA ligase	K00666			K00666	K21792
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00141									SZUA-1128_51:c(1584..1769)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00142									SZUA-1128_51:c(1809..2141)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00143	K00494	[EC:1.14.14.3]	luxA	alkanal monooxygenase alpha chain	01V0F@aproNOG,08M8W@bactNOG,16QB4@proNOG,COG2141@NOG	luciferase			SZUA-1128_52:47..1165	Alkanal monooxygenase alpha chain	K00494			K00494	K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00144	K10563	[EC:3.2.2.23][EC:4.2.99.18]	mutM, fpg	formamidopyrimidine-DNA glycosylase	05ERD@bactNOG,0ER2K@cloNOG,0NEDZ@firmNOG,COG0266@NOG	Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates (By similarity)			SZUA-1128_52:1219..2040	Formamidopyrimidine-DNA glycosylase	K10563	K10563		K10563	K10563
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00145	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	05ETW@bactNOG,COG2141@NOG	Luciferase-like			SZUA-1128_52:2139..3194	Limonene 1,2-monooxygenase	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00146	K00927	[EC:2.7.2.3]	PGK, pgk	phosphoglycerate kinase	04RAA@bacNOG,05BZA@bactNOG,0ND8W@firmNOG,COG0126@NOG	Phosphoglycerate kinase			SZUA-1128_53:c(423..1625)	Phosphoglycerate kinase	K00927	K00927		K00927	K15330
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00147	K13787	[EC:2.5.1.1][EC:2.5.1.10][EC:2.5.1.29]	idsA	geranylgeranyl diphosphate synthase, type I	05CTB@bactNOG,0D244@chloNOG,0D7GT@chlorNOG,COG0142@NOG	Polyprenyl synthetase			SZUA-1128_53:c(1655..2281)	(2E,6E)-farnesyl diphosphate synthase	K13787			K13787	K21275
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00148									SZUA-1128_54:275..574	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00149	K21148	[EC:2.5.1.113]	cysM	[CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase	05C6T@bactNOG,0D439@chloNOG,COG0031@NOG	Cysteine synthase			SZUA-1128_54:c(1173..2126)	O-phosphoserine sulfhydrylase	K21148	K21148	K21148	K01738	K21949
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00150	K21147	[EC:2.7.7.80][EC:2.7.7.-][EC:2.8.1.11][EC:2.8.1.-]	moeZR, moeBR	sulfur-carrier protein adenylyltransferase/sulfurtransferase	05D06@bactNOG,COG0476@NOG,COG1977@NOG	Molybdopterin converting factor (Subunit 1)			SZUA-1128_54:c(2273..3115)	putative adenylyltransferase/sulfurtransferase MoeZ	K21147	K21147		K03148	K21142
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00151	K17472		cymR	Rrf2 family transcriptional regulator, cysteine metabolism repressor	08ZF1@bactNOG,0D2PC@chloNOG,COG1959@NOG	rrf2 family transcriptional regulator			SZUA-1128_54:c(3526..3954)	HTH-type transcriptional regulator CymR	K17472				K17472
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00152	K19222	[EC:3.1.2.28]	menI	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	05M7Y@bactNOG,0BEBV@bproNOG,17G8N@proNOG,COG2050@NOG	Thioesterase superfamily protein			SZUA-1128_54:c(4104..4520)	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	K19222				K19222
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00153									SZUA-1128_54:4907..5353	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00154	K06864		larE	pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase	05DVM@bactNOG,0EP0B@cloNOG,0NDF6@firmNOG,COG1606@NOG	PP-loop domain protein			SZUA-1128_54:5465..6310	Pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase	K06864	K06864		K06864	K06864
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00155	K06898		larB	nicotinic acid adenine dinucleotide carboxylase/hydrolase	05DTC@bactNOG,0EQ6V@cloNOG,0NEHU@firmNOG,COG1691@NOG	1-(5-phosphoribosyl)-5-amino-4-imidazole- carboxylate (air) carboxylase			SZUA-1128_54:6433..7215	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase	K06898	K06898		K06898	K06898
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00156	K07027		K07027	glycosyltransferase 2 family protein	08VJZ@bactNOG,0GNJN@delNOG,0HNMP@dproNOG,11JQ5@NOG,178N2@proNOG	Uncharacterised protein family (UPF0104)			SZUA-1128_54:7296..8243	hypothetical protein	K07027			K07027	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00157	K14136	[EC:2.4.2.45]	K14136	decaprenyl-phosphate phosphoribosyltransferase	06YN8@bactNOG,0D1UR@chloNOG,COG0382@NOG	UbiA prenyltransferase			SZUA-1128_54:8255..9202	Decaprenyl-phosphate phosphoribosyltransferase	K14136			K14136	K20616
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00158					07RI8@bactNOG,0D3BQ@chloNOG,COG2006@NOG	Inherit from bactNOG: Domain of unknown function (DUF362)			SZUA-1128_54:9282..10451	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00159	K06942		ychF	ribosome-binding ATPase	05C3G@bactNOG,0D1CB@chloNOG,0D62P@chlorNOG,COG0012@NOG	GTP-dependent nucleic acid-binding protein EngD			SZUA-1128_54:10521..11600	Ribosome-binding ATPase YchF	K06942	K06942		K06942	K19788
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00160					029A4@aproNOG,05MKM@bactNOG,11VHM@NOG,17FND@proNOG	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily			SZUA-1128_54:c(11621..11986)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00161	K09121	[EC:4.99.1.12]	larC	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase	05C8M@bactNOG,0D1QP@chloNOG,COG1641@NOG	UPF0272 protein			SZUA-1128_54:12096..13310	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein	K09121	K09121		K09121	K09121
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00162					05UQM@bactNOG,0D2AS@chloNOG,0ZZK8@NOG	Phosphatidylinositol 3- and 4-kinase			SZUA-1128_54:c(13361..14068)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00163					08V14@bactNOG,0D2XD@chloNOG,11IYS@NOG	Protein of unknown function (DUF3090)			SZUA-1128_54:c(14149..14688)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00164					027EM@aproNOG,05NBC@bactNOG,11WEK@NOG,18B3P@proNOG	AraC-like ligand binding domain			SZUA-1128_54:c(14891..15250)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00165	K07391		comM	magnesium chelatase family protein	05C0P@bactNOG,0D1NC@chloNOG,COG0606@NOG	Mg chelatase subunit ChlI			SZUA-1128_54:c(15346..15666)	Competence protein ComM	K07391	K07391		K07391	K07391
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00166	K19552		bacE	MFS transporter, DHA3 family, bacilysin exporter BacE	05E8G@bactNOG,0D27H@chloNOG,COG0477@NOG	major facilitator superfamily MFS_1			SZUA-1128_55:c(241..1548)	Putative bacilysin exporter BacE	K19552				K19552
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00167									SZUA-1128_55:c(1698..2012)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00168	K07543	[EC:2.8.3.15]	bbsE	benzylsuccinate CoA-transferase BbsE subunit	01QE7@aproNOG,05C04@bactNOG,16PTM@proNOG,COG1804@NOG	L-carnitine dehydratase bile acid-inducible protein F			SZUA-1128_56:c(149..1327)	Succinyl-CoA--L-malate CoA-transferase beta subunit	K07543			K07543	K20882
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00169	K09709	[EC:4.2.1.153]	meh	3-methylfumaryl-CoA hydratase	00NZD@actNOG,05QMB@bactNOG,12AD7@NOG	Inherit from bactNOG: MaoC domain protein dehydratase			SZUA-1128_56:c(1324..1782)	hypothetical protein	K09709			K09709	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00170									SZUA-1128_57:77..238	Thioredoxin reductase					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00171					089ZC@bactNOG,0ZYPR@NOG,1C96X@synNOG	Sulfite exporter TauE/SafE			SZUA-1128_57:c(356..1096)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00172	K00858	[EC:2.7.1.23]	ppnK, NADK	NAD+ kinase	06Z86@bactNOG,1C9MB@synNOG,COG3199@NOG	ATP-NAD kinase			SZUA-1128_57:c(1098..2147)	hypothetical protein	K00858			K00858	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00173	K01253	[EC:3.3.2.9]	EPHX1	microsomal epoxide hydrolase	05CIR@bactNOG,COG0596@NOG	epoxide hydrolase			SZUA-1128_58:300..1451	Soluble epoxide hydrolase	K01253			K01253	K21821
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00174	K02031		ABC.PE.A	peptide/nickel transport system ATP-binding protein	01QJ5@aproNOG,05C3U@bactNOG,16PI9@proNOG,COG0444@NOG	ABC transporter			SZUA-1128_59:c(46..1050)	Oligopeptide transport ATP-binding protein OppD	K02031	K02031		K02031	K19229
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00175	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	0KZBF@eurNOG,0RFAN@halNOG,COG0154@NOG,arCOG01717@arNOG	Amidase			SZUA-1128_59:c(1171..2685)	Amidase	K01426	K01426		K01426	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00176									SZUA-1128_60:883..972	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00177	K02077		ABC.ZM.S	zinc/manganese transport system substrate-binding protein	05DSE@bactNOG,COG0803@NOG	periplasmic solute binding protein			SZUA-1128_60:c(1069..2160)	Putative metal ABC transporter substrate-binding protein Hpf	K02077			K02077	K19975
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00178	K03711		fur, zur, furB	Fur family transcriptional regulator, ferric uptake regulator	090R7@bactNOG,COG0735@NOG	Ferric uptake			SZUA-1128_60:c(2157..2606)	Peroxide-responsive repressor PerR	K03711	K03711		K03711	K09826
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00179	K13747	[EC:4.1.1.96]	nspC	carboxynorspermidine decarboxylase	05D3D@bactNOG,16SZV@proNOG,COG0019@NOG,COG4638@NOG	Catalyzes the decarboxylation of carboxynorspermidine and carboxyspermidine (By similarity)			SZUA-1128_61:43..717	Carboxynorspermidine/carboxyspermidine decarboxylase	K13747	K13747		K13747	K21724
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00180					090DM@bactNOG,0XSDK@NOG	Protein of unknown function (DUF3326)			SZUA-1128_61:731..2101	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00181	K01915	[EC:6.3.1.2]	glnA, GLUL	glutamine synthetase	05C5F@bactNOG,0QJTN@gproNOG,16PDC@proNOG,COG0174@NOG	Glutamine synthetase type III			SZUA-1128_61:2205..3563	Glutamate--methylamine ligase	K01915	K01915		K01915	K20712
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00182	K07543	[EC:2.8.3.15]	bbsE	benzylsuccinate CoA-transferase BbsE subunit	08NVS@bactNOG,176SS@proNOG,COG1804@NOG	CoA-transferase family III			SZUA-1128_62:39..689	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsE	K07543			K07543	K20882
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00183									SZUA-1128_62:c(1091..1423)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00184	K03521		fixA, etfB	electron transfer flavoprotein beta subunit	05BZJ@bactNOG,0D34A@chloNOG,COG2086@NOG	Electron transfer flavoprotein alpha beta-subunit			SZUA-1128_63:704..1504	Caffeyl-CoA reductase-Etf complex subunit CarD	K03521	K03521		K03521	K03521
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00185	K03522		fixB, etfA	electron transfer flavoprotein alpha subunit	05C10@bactNOG,0ENQ3@cloNOG,0ND72@firmNOG,COG2025@NOG	Electron transfer flavoprotein			SZUA-1128_63:1622..2620	Caffeyl-CoA reductase-Etf complex subunit CarE	K03522	K03522		K03522	K03522
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00186	K00077	[EC:1.1.1.169]	panE, apbA	2-dehydropantoate 2-reductase	084M5@bactNOG,0QWE8@gproNOG,16RVE@proNOG,COG1893@NOG	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid (By similarity)			SZUA-1128_63:2916..3869	2-dehydropantoate 2-reductase	K00077	K00077		K00077	K17665
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00187	K02433	[EC:6.3.5.6][EC:6.3.5.7]	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	04S9A@bacNOG,05C3P@bactNOG,0NE30@firmNOG,COG0154@NOG	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)			SZUA-1128_63:c(3900..4943)	Putative amidase AmiD	K02433	K02433		K02433	K21801
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00188	K01354	[EC:3.4.21.83]	ptrB	oligopeptidase B	05CUG@bactNOG,0FQI5@cyaNOG,COG1770@NOG	Prolyl oligopeptidase, N-terminal beta-propeller domain			SZUA-1128_64:12..878	Protease 2	K01354	K01354		K01322	K01354
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00189	K06015	[EC:3.5.1.81]	E3.5.1.81	N-acyl-D-amino-acid deacylase	05FEN@bactNOG,0EQWJ@cloNOG,0NFGR@firmNOG,COG3653@NOG	deacylase			SZUA-1128_64:1291..1548	N-acyl-D-glutamate deacylase	K06015	K06015		K01465	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00190	K06015	[EC:3.5.1.81]	E3.5.1.81	N-acyl-D-amino-acid deacylase	COG3653@NOG,arCOG00690@arNOG	deacylase EC			SZUA-1128_64:1559..1975	D-aminoacylase	K06015			K06015	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00191									SZUA-1128_64:c(1859..2404)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00192	K05296	[EC:1.1.1.51]	E1.1.1.51	3(or 17)beta-hydroxysteroid dehydrogenase	01T5X@aproNOG,05V9V@bactNOG,173M5@proNOG,COG1028@NOG	Dehydrogenase			SZUA-1128_64:2709..3458	Cyclopentanol dehydrogenase	K05296			K05296	K21883
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00193	K01247	[EC:3.2.2.21]	alkA	DNA-3-methyladenine glycosylase II	08RTP@bactNOG,COG0122@NOG	glycosylase			SZUA-1128_64:c(3520..3798)	DNA-3-methyladenine glycosylase	K01247	K01247		K01247	K13529
