#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00001	K00288	[EC:1.5.1.5][EC:3.5.4.9][EC:6.3.4.3]	MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase	05CKU@bactNOG,0D1VH@chloNOG,COG2759@NOG	Formate--tetrahydrofolate ligase (EC 6.3.4.3)			SZUA-1494_1:5..1879	Formate--tetrahydrofolate ligase	K00288	K00288		K00288	K01938
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00095	K01874	[EC:6.1.1.10]	MARS, metG	methionyl-tRNA synthetase	05CKH@bactNOG,0D1AD@chloNOG,COG0143@NOG	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)			SZUA-1494_42:286..2040	Methionine--tRNA ligase	K01874	K01874		K01874	K01874
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00096	K02337	[EC:2.7.7.7]	dnaE	DNA polymerase III subunit alpha	05C0B@bactNOG,0D193@chloNOG,COG0587@NOG	DNA polymerase III alpha subunit			SZUA-1494_43:73..3555	DNA polymerase III subunit alpha	K02337	K02337	K02337	K02337	K14162
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00097	K03320		amt, AMT, MEP	ammonium transporter, Amt family	05BZU@bactNOG,0D0D5@chlNOG,0XNMH@NOG	Ammonium Transporter Family			SZUA-1494_44:182..1699	Ammonia channel	K03320	K03320		K03320	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00098					0KVKU@eurNOG,COG5340@NOG,arCOG04793@arNOG	Inherit from arCOG: cobyrinic Acid a,c-diamide synthase			SZUA-1494_45:37..873	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00099	K09144		K09144	uncharacterized protein	0KV42@eurNOG,COG2253@NOG,arCOG03839@arNOG	Nucleotidyl transferase of unknown function (DUF1814)			SZUA-1494_45:950..1387	hypothetical protein	K09144			K09144	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00100	K14415	[EC:6.5.1.3]	RTCB, rtcB	tRNA-splicing ligase RtcB	05E0Y@bactNOG,0D1DW@chloNOG,COG1690@NOG	Pfam:UPF0027			SZUA-1494_46:c(123..1604)	RNA-splicing ligase RtcB	K14415	K14415		K14415	K18148
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00101					0KU6E@eurNOG,COG1371@NOG,arCOG04055@arNOG	Chaperone or modulator of proteins involved in DNA or RNA processing (By similarity)			SZUA-1494_46:c(1635..2060)	Protein archease					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00102	K04719	[EC:1.13.11.79]	bluB	5,6-dimethylbenzimidazole synthase	08R3C@bactNOG,0ESP8@cloNOG,0NH8Y@firmNOG,COG0778@NOG	nitroreductase			SZUA-1494_46:c(2304..2825)	Protein DrgA	K04719			K04719	K21375
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00103	K03787	[EC:3.1.3.5]	surE	5'-nucleotidase	05CV2@bactNOG,0D241@chloNOG,COG0496@NOG	Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates (By similarity)			SZUA-1494_46:c(2833..3621)	5'-nucleotidase SurE	K03787	K03787		K03787	K03787
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00104	K03928	[EC:3.1.1.1]	yvaK	carboxylesterase	00GH8@actNOG,08DVB@bactNOG,COG1647@NOG	esterase lipase			SZUA-1494_46:c(3869..4621)	Thermostable monoacylglycerol lipase	K03928	K03928	K03928	K03928	K03928
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00105	K20469		K20469	putative heme transporter	05C02@bactNOG,COG0628@NOG	permease			SZUA-1494_46:c(4732..5907)	Sodium-lithium/proton antiporter	K20469				K20469
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00106	K12574	[EC:3.1.-.-]	rnj	ribonuclease J	05CN5@bactNOG,0EP8A@cloNOG,0NDNW@firmNOG,COG0595@NOG	metallo-beta-lactamase			SZUA-1494_46:c(5976..6758)	Ribonuclease J1	K12574	K12574		K12574	K12574
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00107					01UHW@aproNOG,07TDJ@bactNOG,0ZVXY@NOG,16TPP@proNOG	Inherit from proNOG: Endonuclease Exonuclease phosphatase			SZUA-1494_47:38..805	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00108	K18938		qacR	TetR/AcrR family transcriptional regulator, repressor for qacA	062JF@bactNOG,0D4Q5@chloNOG,0XUF9@NOG	TetR family transcriptional regulator			SZUA-1494_47:992..1594	A-factor receptor protein	K18938			K18938	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00109	K01710	[EC:4.2.1.46]	E4.2.1.46, rfbB, rffG	dTDP-glucose 4,6-dehydratase	05C3I@bactNOG,0D1G1@chloNOG,0D64V@chlorNOG,COG0451@NOG	NAD-dependent epimerase dehydratase			SZUA-1494_48:35..514	dTDP-4-oxo-6-deoxy-D-allose reductase	K01710	K01710		K01710	K22025
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00110					061MG@bactNOG,0D3AC@chloNOG,1250H@NOG	Membrane protein-like protein			SZUA-1494_49:c(602..2035)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00111									SZUA-1494_49:c(2048..2407)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00112	K03652	[EC:3.2.2.21]	MPG	DNA-3-methyladenine glycosylase	0KU50@eurNOG,0WNXF@methaNOG,COG2094@NOG,arCOG04295@arNOG	Methylpurine-DNA glycosylase (MPG)			SZUA-1494_49:c(2608..3195)	Putative 3-methyladenine DNA glycosylase	K03652	K03652	K03652	K03652	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00113	K00965	[EC:2.7.7.12]	galT, GALT	UDPglucose--hexose-1-phosphate uridylyltransferase	05F0Z@bactNOG,0GB82@delNOG,0HCFU@dproNOG,16YAH@proNOG,COG1085@NOG	Galactose-1-phosphate uridylyltransferase			SZUA-1494_49:c(3405..4460)	Galactose-1-phosphate uridylyltransferase	K00965	K00965		K00965	K00965
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00114					0KV31@eurNOG,COG1082@NOG,arCOG01895@arNOG	Xylose isomerase-like TIM barrel			SZUA-1494_50:c(1132..1614)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00115					066VY@bactNOG,0G8K6@deiNOG,0XTZ4@NOG				SZUA-1494_51:c(70..1446)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00116	K01990		ABC-2.A	ABC-2 type transport system ATP-binding protein	08N2G@bactNOG,0D1GU@chloNOG,0D796@chlorNOG,COG1131@NOG	ABC transporter related			SZUA-1494_51:1592..2593	ABC transporter ATP-binding protein NatA	K01990	K01990		K01990	K21397
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00117					05J6K@bactNOG,0D1B2@chloNOG,11T9H@NOG	Integral membrane protein DUF95			SZUA-1494_51:2595..4097	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00118	K00784	[EC:3.1.26.11]	rnz	ribonuclease Z	08550@bactNOG,09JK1@bctoNOG,COG1234@NOG	Lactamase_B			SZUA-1494_51:4159..4914	Ribonuclease BN	K00784	K00784		K00784	K00784
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00119	K00845	[EC:2.7.1.2]	glk	glucokinase	05DKQ@bactNOG,0D2HX@chloNOG,COG1940@NOG	ROK family			SZUA-1494_52:c(146..1399)	N-acetylglucosamine repressor	K00845			K00845	K20433
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00120					06RET@bactNOG,0YID3@NOG,17ZIJ@proNOG				SZUA-1494_52:c(1628..2488)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00121									SZUA-1494_53:c(1465..2595)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00122									SZUA-1494_53:c(2786..3142)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00123					05EFC@bactNOG,0EQBE@cloNOG,0NE3S@firmNOG,COG4695@NOG	Phage portal protein, HK97 family			SZUA-1494_53:c(3154..5415)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00124					07JYE@bactNOG,0ERB8@cloNOG,0NGN0@firmNOG,0Z5IJ@NOG	Inherit from bactNOG: Terminase, large subunit			SZUA-1494_53:c(5484..6935)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00125									SZUA-1494_53:c(6904..7461)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00126									SZUA-1494_54:227..1366	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00127	K18967	[EC:2.7.7.65]	dge1	diguanylate cyclase	05BZU@bactNOG,0EU87@cloNOG,0NKWV@firmNOG,0XNMH@NOG	Diguanylate cyclase			SZUA-1494_55:c(27..1661)	Phytochrome-like protein cph2	K18967			K18967	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00128	K01872	[EC:6.1.1.7]	AARS, alaS	alanyl-tRNA synthetase	05CIM@bactNOG,0D1R3@chloNOG,COG0013@NOG	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)			SZUA-1494_56:13..2493	Alanine--tRNA ligase	K01872	K01872		K01872	K01872
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00129	K01893	[EC:6.1.1.22]	NARS, asnS	asparaginyl-tRNA synthetase	05C5S@bactNOG,0NDUQ@firmNOG,COG0017@NOG	asparaginyl-tRNA synthetase			SZUA-1494_56:2716..4032	Asparagine--tRNA ligase	K01893	K01893		K01893	K09759
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00130					078C4@bactNOG,0D5MY@chloNOG,0D8VE@chlorNOG,0ZFYG@NOG				SZUA-1494_56:4098..4439	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00131	K01129	[EC:3.1.5.1]	dgt	dGTPase	05C4Q@bactNOG,0D1IJ@chloNOG,COG0232@NOG	deoxyguanosinetriphosphate triphosphohydrolase-like protein			SZUA-1494_57:258..1409	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	K01129	K01129	K01129	K01129	K01129
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00132									SZUA-1494_57:c(1480..1776)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00133	K09940		K09940	uncharacterized protein	086N9@bactNOG,0XTXP@NOG				SZUA-1494_57:c(1782..2204)	hypothetical protein	K09940			K09940	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00134									SZUA-1494_58:c(248..394)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00135	K03800	[EC:6.3.1.20]	lplA, lplJ	lipoate---protein ligase	07XUS@bactNOG,16YMM@proNOG,COG0095@NOG	biotin lipoate A B protein ligase			SZUA-1494_58:c(391..1431)	Lipoate-protein ligase LplJ	K03800	K03800		K03800	K18821
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00136	K02437		gcvH, GCSH	glycine cleavage system H protein	0673V@bactNOG,0F1AS@cloNOG,0NQ0S@firmNOG,COG0509@NOG	The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein (By similarity)			SZUA-1494_58:c(1652..2077)	Glycine cleavage system H protein	K02437	K02437		K02437	K02437
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00137	K03168	[EC:5.99.1.2]	topA	DNA topoisomerase I	05C73@bactNOG,0D1GQ@chloNOG,COG0550@NOG,COG0551@NOG	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)			SZUA-1494_59:1..2379	DNA topoisomerase 1	K03168	K03168	K03168	K03168	K12087
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00138	K01262	[EC:3.4.11.9]	pepP	Xaa-Pro aminopeptidase	04RT3@bacNOG,05DC7@bactNOG,0NEMI@firmNOG,COG0006@NOG	Xaa-pro dipeptidase			SZUA-1494_59:2428..3498	Aminopeptidase YpdF	K01262	K01262	K01262	K01262	K18573
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00139	K00286	[EC:1.5.1.2]	proC	pyrroline-5-carboxylate reductase	05II7@bactNOG,COG0345@NOG	pyrroline-5-carboxylate reductase			SZUA-1494_59:c(3871..4689)	Pyrroline-5-carboxylate reductase	K00286	K00286		K00286	K02239
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00140									SZUA-1494_60:375..863	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00141	K20588	[EC:5.1.3.-]	livN, parN	5'''-epimerase	05EZY@bactNOG,0D301@chloNOG,COG0535@NOG	Radical SAM superfamily			SZUA-1494_61:83..826	Sporulation killing factor maturation protein SkfB	K20588				K20588
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00142					07KE7@bactNOG,0D5E0@chloNOG,0Y0NC@NOG	Methyltransferase type 11			SZUA-1494_61:1023..1784	Malonyl-[acyl-carrier protein] O-methyltransferase					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00143	K09607	[EC:3.4.24.-]	ina	immune inhibitor A	07SW8@bactNOG,0F3UR@cloNOG,0P0XK@firmNOG,0ZC6R@NOG	Immune inhibitor A peptidase M6			SZUA-1494_62:34..2097	Pre-pro-metalloprotease PrtV	K09607			K09607	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00144									SZUA-1494_62:c(2234..2746)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00145	K15710	[EC:3.6.4.-][EC:2.3.2.27]	SHPRH	E3 ubiquitin-protein ligase SHPRH	05C0D@bactNOG,0GCYZ@delNOG,0HE6N@dproNOG,16PBW@proNOG,COG0553@NOG	SNF2 family N-terminal domain			SZUA-1494_63:48..2948	RNA polymerase-associated protein RapA	K15710				K15710
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00146	K02282		cpaE, tadZ	pilus assembly protein CpaE	COG0745@NOG	regulatoR			SZUA-1494_64:68..1297	Response regulator PleD	K02282	K02282		K02282	K21603
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00147	K00639	[EC:2.3.1.29]	kbl, GCAT	glycine C-acetyltransferase	07EEK@bactNOG,0GB6W@delNOG,0HCKB@dproNOG,16R8V@proNOG,COG0156@NOG	Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide (By similarity)			SZUA-1494_65:37..1215	Putative pyridoxal phosphate-dependent acyltransferase	K00639	K00639	K00639	K00639	K21792
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00148	K03650	[EC:3.6.-.-]	mnmE, trmE, MSS1	tRNA modification GTPase	05C1H@bactNOG,0D1JV@chloNOG,0D76X@chlorNOG,COG0486@NOG	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34 (By similarity)			SZUA-1494_65:1222..2598	tRNA modification GTPase MnmE	K03650	K03650	K03650	K03650	K03650
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00149	K09131		K09131	uncharacterized protein	05VZ9@bactNOG,0EVRD@cloNOG,0NNZH@firmNOG,COG1872@NOG	UPF0235 protein			SZUA-1494_65:c(2725..3021)	hypothetical protein	K09131	K09131		K09131	K09131
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00150	K02221		yggT	YggT family protein					SZUA-1494_65:c(3147..3359)	hypothetical protein	K02221	K02221			
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00151									SZUA-1494_66:19..213	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00152	K03684	[EC:3.1.13.5]	rnd	ribonuclease D	05ZIE@bactNOG,0D5EX@chloNOG,COG0349@NOG	35EXOc			SZUA-1494_66:c(339..1490)	Ribonuclease D	K03684	K03684	K12591	K03684	K03684
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00153	K07478		ycaJ	putative ATPase	05D1H@bactNOG,0D1BD@chloNOG,COG2256@NOG	AAA ATPase, central domain protein			SZUA-1494_66:c(1547..2881)	Replication-associated recombination protein A	K07478	K07478	K07478	K07478	K07478
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00154	K09764		K09764	uncharacterized protein	05W7A@bactNOG,0D2ZR@chloNOG,0D8JK@chlorNOG,COG1550@NOG	Protein of unknown function (DUF503)			SZUA-1494_67:c(997..1281)	hypothetical protein	K09764	K09764		K09764	K09764
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00155	K19517	[EC:2.7.1.64]	MIK	1D-myo-inositol 3-kinase	05J90@bactNOG,0D2IY@chloNOG,11VMM@NOG	PfkB domain protein			SZUA-1494_67:c(1684..2520)	Fructokinase	K19517			K19517	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00156	K02355		fusA, GFM, EFG	elongation factor G	05CEJ@bactNOG,0ENY7@cloNOG,0ND9K@firmNOG,COG0480@NOG	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome (By similarity)			SZUA-1494_68:155..2233	Elongation factor G	K02355	K02355	K02355	K02355	K18220
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00157	K02015		ABC.FEV.P	iron complex transport system permease protein	0KS8I@eurNOG,COG0609@NOG,arCOG01007@arNOG	transport system permease			SZUA-1494_69:72..1127	Hemin transport system permease protein HmuU	K02015	K02015	K02015	K02015	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00158	K02013	[EC:3.6.3.34]	ABC.FEV.A	iron complex transport system ATP-binding protein	0KS70@eurNOG,0WKNU@methaNOG,COG1120@NOG,arCOG00199@arNOG	ABC transporter			SZUA-1494_69:1130..1930	Ferric enterobactin transport ATP-binding protein FepC	K02013	K02013	K02013	K02013	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00159	K01939	[EC:6.3.4.4]	purA, ADSS	adenylosuccinate synthase	05C91@bactNOG,0ENXF@cloNOG,0NDAX@firmNOG,COG0104@NOG	Plays an important role in the de novo pathway of purine nucleotide biosynthesis			SZUA-1494_69:c(2016..2420)	Adenylosuccinate synthetase	K01939	K01939		K01939	K01939
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00160	K07029	[EC:2.7.1.107]	dagK	diacylglycerol kinase (ATP)	07TE5@bactNOG,1AN22@spiNOG,COG1597@NOG	DAGKc			SZUA-1494_70:75..983	Diacylglycerol kinase	K07029			K07029	K07029
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00161	K08591	[EC:2.3.1.15]	plsY	glycerol-3-phosphate acyltransferase PlsY	05K7Z@bactNOG,0ETAV@cloNOG,0NIEW@firmNOG,COG0344@NOG	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP (By similarity)			SZUA-1494_70:1000..1578	Glycerol-3-phosphate acyltransferase	K08591	K08591		K08591	K08591
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00162	K02483		K02483	two-component system, OmpR family, response regulator	05CK6@bactNOG,0D4QP@chloNOG,COG0745@NOG	Transcriptional regulatory protein, C terminal			SZUA-1494_71:c(1026..1721)	Transcriptional regulatory protein CusR	K02483		K02483	K02483	K21603
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00163									SZUA-1494_71:c(1985..2161)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00164	K12132	[EC:2.7.11.1]	prkC, stkP	eukaryotic-like serine/threonine-protein kinase	05D9P@bactNOG,0D42W@chloNOG,COG0515@NOG	Serine Threonine protein kinase			SZUA-1494_72:c(855..2918)	Serine/threonine-protein kinase PrkC	K12132	K12132	K22893		K22009
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00165	K12132	[EC:2.7.11.1]	prkC, stkP	eukaryotic-like serine/threonine-protein kinase	05D9P@bactNOG,0D42W@chloNOG,COG0515@NOG	Serine Threonine protein kinase			SZUA-1494_72:c(2955..5537)	Serine/threonine-protein kinase PrkC	K12132	K12132	K08796		K22009
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00167	K07683	[EC:2.7.13.3]	nreB	two-component system, NarL family, sensor histidine kinase NreB	05BZU@bactNOG,0NEEZ@firmNOG,0XNMH@NOG	Histidine kinase			SZUA-1494_73:455..2467	Oxygen sensor histidine kinase NreB	K07683		K07683		
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00168					07Y1N@bactNOG,0XPE1@NOG	cytochrome C			SZUA-1494_73:2473..4290	C-type polyheme cytochrome OmcB					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00169	K02433	[EC:6.3.5.6][EC:6.3.5.7]	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	05C3P@bactNOG,COG0154@NOG	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)			SZUA-1494_74:c(97..1554)	Glutamyl-tRNA(Gln) amidotransferase subunit A	K02433	K02433	K02433	K02433	K21801
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00170	K02435	[EC:6.3.5.6][EC:6.3.5.7]	gatC, GATC	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C	081AP@bactNOG,0D30C@chloNOG,COG0721@NOG	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln) (By similarity)			SZUA-1494_74:c(1612..1899)	Glutamyl-tRNA(Gln) amidotransferase subunit C	K02435	K02435	K02435	K02435	K02435
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00171	K03975		dedA	membrane-associated protein	07ZTW@bactNOG,COG0586@NOG	SNARE associated Golgi			SZUA-1494_74:c(1903..2568)	Protein DedA	K03975				K03975
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00172									SZUA-1494_75:43..336	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00173	K00067	[EC:1.1.1.133]	rfbD, rmlD	dTDP-4-dehydrorhamnose reductase	05SJB@bactNOG,0D2ME@chloNOG,0D6JJ@chlorNOG,COG1091@NOG	dTDP-4-dehydrorhamnose reductase			SZUA-1494_75:333..1262	dTDP-4-dehydrorhamnose reductase	K00067	K00067		K00067	K00067
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00174					06C2W@bactNOG,0Y38R@NOG	Mov34 MPN PAD-1 family			SZUA-1494_76:c(46..696)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00175					06IPC@bactNOG,0Y6N5@NOG				SZUA-1494_76:c(1032..1304)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00176	K04649	[EC:2.3.2.23]	HIP2, UBC1	ubiquitin-conjugating enzyme (huntingtin interacting protein 2)	060C0@bactNOG,12966@NOG	Ubiquitin-conjugating enzyme			SZUA-1494_76:c(1328..1924)	hypothetical protein	K04649	K04649			
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00177	K03753		mobB	molybdopterin-guanine dinucleotide biosynthesis adapter protein	05FNP@bactNOG,0ET0B@cloNOG,0NJ1P@firmNOG,COG1763@NOG	Molybdopterin-guanine dinucleotide biosynthesis protein b			SZUA-1494_77:c(10..504)	Molybdopterin-guanine dinucleotide biosynthesis adapter protein	K03753	K03753		K03753	K13818
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00178	K00791	[EC:2.5.1.75]	miaA, TRIT1	tRNA dimethylallyltransferase	05DKX@bactNOG,0D22Z@chloNOG,0D720@chlorNOG,COG0324@NOG	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A) (By similarity)			SZUA-1494_77:c(557..1510)	tRNA dimethylallyltransferase	K00791	K00791	K00791	K00791	K00791
